ranking,first_name,last_name,country,birthday,prize_money
2,Novak,Djokovic,SRB,1987-05-22,107898543
1,Andy,Murray,GBR,1987-05-15,58828644
3,Milos,Raonic,CAN,1990-12-27,14416912
5,Kei,Nishikori,JPN,1989-12-29,16175374
4,Stan,Wawrinka,SUI,1985-03-28,27828006
6,Gael,Monfils,FRA,1986-09-01,12701019
8,Dominic,Thiem,AUT,1993-09-03,5176474
7,Marin,Cilic,CRO,1988-09-28,16863177
9,Rafael,Nadal,ESP,1986-06-03,78737302
10,Tomas,Berdych,CZE,1985-09-17,26476416
17,Roger,Federer,SUI,1981-08-08,98830825
18,Richard,Gasquet,FRA,1986-06-18,14810563
12,Jo-Wilfried,Tsonga,FRA,1985-04-17,18985934
15,Grigor,Dimitrov,BUL,1991-05-16,7554576
13,Roberto,Bautista Agut,ESP,1988-04-14,5715775
19,John,Isner,USA,1985-04-26,10730509
11,David,Goffin,BEL,1990-12-07,5110599
20,Ivo,Karlovic,CRO,1979-02-28,8154383
14,Nick,Kyrgios,AUS,1995-04-27,3589419
16,Lucas,Pouille,FRA,1994-02-23,2481623
25,Gilles,Simon,FRA,1984-12-27,11774736
28,Feliciano,Lopez,ESP,1981-09-20,12908258
24,Alexander,Zverev,GER,1997-04-20,1932630
22,Pablo,Cuevas,URU,1986-01-01,5181747
30,Pablo,Carreno Busta,ESP,1991-07-12,2736933
27,Bernard,Tomic,AUS,1992-10-21,4780593
29,Viktor,Troicki,SRB,1986-02-10,7079501
23,Jack,Sock,USA,1992-09-24,4765205
26,Albert,Ramos-Vinolas,ESP,1988-01-17,3656921
21,David,Ferrer,ESP,1982-04-02,29737818
38,Nicolas,Mahut,FRA,1982-01-21,7432952
31,Sam,Querrey,USA,1987-10-07,7585329
41,Paolo,Lorenzi,ITA,1981-12-15,2902742
32,Philipp,Kohlschreiber,GER,1983-10-16,9549639
39,Juan Martin,del Potro,ARG,1988-09-23,16292702
37,Marcel,Granollers,ESP,1986-04-12,8505616
34,Gilles,Muller,LUX,1983-05-09,4072470
36,Marcos,Baghdatis,CYP,1985-06-17,7649583
35,Martin,Klizan,SVK,1989-07-11,3901127
33,Steve,Johnson,USA,1989-12-24,3232423
45,Kyle,Edmund,GBR,1995-01-08,1165271
42,Federico,Delbonis,ARG,1990-10-05,2393364
47,Fabio,Fognini,ITA,1987-05-24,7908046
40,Fernando,Verdasco,ESP,1983-11-15,13156574
49,Florian,Mayer,GER,1983-10-05,6201730
44,Joao,Sousa,POR,1989-03-30,3520281
48,Andrey,Kuznetsov,RUS,1991-02-22,2235706
43,Nicolas,Almagro,ESP,1985-08-21,10400480
57,Borna,Coric,CRO,1996-11-14,1610084
46,Benoit,Paire,FRA,1989-05-08,4086157
56,Malek,Jaziri,TUN,1984-01-20,1771663
58,Robin,Haase,NED,1987-04-06,4119922
52,Diego,Schwartzman,ARG,1992-08-16,1405310
53,Stephane,Robert,FRA,1980-05-17,1994308
50,Mischa,Zverev,GER,1987-08-22,2644466
55,Facundo,Bagnis,ARG,1990-02-27,876402
59,Mikhail,Youzhny,RUS,1982-06-25,13388668
60,Adrian,Mannarino,FRA,1988-06-29,3435791
51,Karen,Khachanov,RUS,1996-05-21,613345
54,Jiri,Vesely,CZE,1993-07-10,2161026
64,Jan-Lennard,Struff,GER,1990-04-25,1547800
74,Guillermo,Garcia-Lopez,ESP,1983-06-04,6962374
66,Juan,Monaco,ARG,1984-03-29,8057057
67,Daniel,Evans,GBR,1990-05-23,910666
62,Thomaz,Bellucci,BRA,1987-12-30,4686457
71,Jeremy,Chardy,FRA,1987-02-12,6484491
61,Yen-Hsun,Lu,TPE,1983-08-14,4321894
84,Gerald,Melzer,AUT,1990-07-13,494303
63,Alexandr,Dolgopolov,UKR,1988-11-07,5958016
68,Kevin,Anderson,RSA,1986-05-18,7383675
79,Guido,Pella,ARG,1990-05-17,1412887
75,Jordan,Thompson,AUS,1994-04-20,493844
70,Dustin,Brown,GER,1984-12-08,2154592
91,Taylor,Fritz,USA,1997-10-28,570616
69,Horacio,Zeballos,ARG,1985-04-27,2749629
72,Adam,Pavlasek,CZE,1994-10-08,288499
73,Paul-Henri,Mathieu,FRA,1982-01-12,6108181
76,Pierre-Hugues,Herbert,FRA,1991-03-18,2836771
93,Illya,Marchenko,UKR,1987-09-08,1780872
77,Damir,Dzumhur,BIH,1992-05-20,1146781
83,Thiago,Monteiro,BRA,1994-05-31,215794
88,Konstantin,Kravchuk,RUS,1985-02-23,793826
81,Gastao,Elias,POR,1990-11-24,785251
85,Andreas,Seppi,ITA,1984-02-21,8160172
78,Renzo,Olivo,ARG,1992-03-15,461280
89,Ryan,Harrison,USA,1992-05-07,2289038
82,John,Millman,AUS,1989-06-14,1056882
97,Mikhail,Kukushkin,KAZ,1987-12-26,3132183
80,Steve,Darcis,BEL,1984-03-13,2430630
87,Donald,Young,USA,1989-07-23,3291454
95,Carlos,Berlocq,ARG,1983-02-03,3569872
65,Daniil,Medvedev,RUS,1996-02-11,231397
98,Radu,Albot,MDA,1989-11-11,784645
96,Rogerio,Dutra Silva,BRA,1984-02-03,959825
90,Santiago,Giraldo,COL,1987-11-27,4034146
100,Yoshihito,Nishioka,JPN,1995-09-27,567074
86,Dudi,Sela,ISR,1985-04-04,3079188
92,Dusan,Lajovic,SRB,1990-06-30,1736071
94,Nikoloz,Basilashvili,GEO,1992-02-23,655675
99,Ricardas,Berankis,LTU,1990-06-21,1871791
107,Frances,Tiafoe,USA,1998-01-20,331006
102,Radek,Stepanek,CZE,1978-11-27,11277012
104,Hyeon,Chung,KOR,1996-05-19,632240
105,James,Duckworth,AUS,1992-01-21,1038606
112,Nicolas,Kicker,ARG,1992-08-16,189406
101,Jared,Donaldson,USA,1996-10-09,609680
106,Inigo,Cervantes,ESP,1989-11-30,992684
110,Sergiy,Stakhovsky,UKR,1986-01-06,4482143
103,Victor,Estrella Burgos,DOM,1980-08-02,1588695
108,Aljaz,Bedene,GBR,1989-07-18,1646208
109,Jozef,Kovalik,SVK,1992-11-04,341411
116,Daniel,Gimeno-Traver,ESP,1985-08-07,3126031
128,Marco,Chiudinelli,SUI,1981-09-10,1918936
113,Lukas,Rosol,CZE,1985-07-24,3940876
117,Stefan,Kozlov,USA,1998-02-01,205335
114,Guido,Andreozzi,ARG,1991-08-05,399955
111,Yuichi,Sugita,JPN,1988-09-18,872596
115,Bjorn,Fratangelo,USA,1993-07-19,498226
126,Tobias,Kamke,GER,1986-05-21,2098416
120,Benjamin,Becker,GER,1981-06-16,4338815
143,Thomas,Fabbiano,ITA,1989-05-26,622056
122,Lukas,Lacko,SVK,1987-11-03,2456912
124,Alessandro,Giannessi,ITA,1990-05-30,435614
141,Go,Soeda,JPN,1984-09-05,1612628
123,Evgeny,Donskoy,RUS,1990-05-09,1489199
125,Taro,Daniel,JPN,1993-01-27,592536
138,Julien,Benneteau,FRA,1981-12-20,8265309
132,Rajeev,Ram,USA,1984-03-18,3547836
119,Denis,Istomin,UZB,1986-09-07,4618821
121,Joao,Souza,BRA,1988-05-27,1225391
135,Henri,Laaksonen,SUI,1992-03-31,364790
130,Denis,Kudla,USA,1992-08-17,1527283
136,Andrej,Martin,SVK,1989-09-20,633783
127,Marius,Copil,ROU,1990-10-17,777643
134,Peter,Polansky,CAN,1988-06-15,751986
137,Tim,Smyczek,USA,1987-12-30,1476347
140,Teymuraz,Gabashvili,RUS,1985-05-23,3863546
129,Arthur,De Greef,BEL,1992-03-27,197651
131,Vasek,Pospisil,CAN,1990-06-23,4398900
147,Leonardo,Mayer,ARG,1987-05-15,4081804
118,Janko,Tipsarevic,SRB,1984-06-22,7878873
150,Maximo,Gonzalez,ARG,1983-07-20,1770503
142,Vincent,Millot,FRA,1986-01-30,717217
139,Norbert,Gombos,SVK,1990-08-13,351811
133,Ernesto,Escobedo,USA,1996-07-04,185409
150,Marco,Trungelliti,ARG,1990-01-31,387266
146,Ruben,Ramirez Hidalgo,ESP,1978-01-06,2310115
153,Ivan,Dodig,CRO,1985-01-02,5571712
144,Roberto,Carballes Baena,ESP,1993-03-23,393110
148,Duckhee,Lee,KOR,1998-05-29,124170
163,Marton,Fucsovics,HUN,1992-02-08,371371
154,Quentin,Halys,FRA,1996-10-26,349854
155,Jason,Jung,TPE,1989-06-15,170724
159,Di,Wu,CHN,1991-09-14,545911
156,Andrey,Rublev,RUS,1997-10-20,361871
161,Elias,Ymer,SWE,1996-04-10,414172
152,Grega,Zemlja,SLO,1986-09-29,1212669
160,Luca,Vanni,ITA,1985-06-04,486113
145,Darian,King,BAR,1992-04-26,164167
151,Ernests,Gulbis,LAT,1988-08-30,6142258
165,Jan,Satral,CZE,1990-07-24,218428
164,Albert,Montanes,ESP,1980-11-26,5843292
179,Daniel,Brands,GER,1987-07-17,1941212
167,Constant,Lestienne,FRA,1992-05-23,111285
158,Kenny,De Schepper,FRA,1987-05-29,1375684
168,Steven,Diez,CAN,1991-03-17,281473
166,Enrique,Lopez-Perez,ESP,1991-06-03,244857
148,Dennis,Novikov,USA,1993-11-06,393938
162,Ruben,Bemelmans,BEL,1988-01-14,1110222
190,Andrew,Whittington,AUS,1993-08-11,196122
178,Igor,Sijsling,NED,1987-08-18,2118668
173,Aleksandr,Nedovyesov,KAZ,1987-02-15,767233
182,Kimmer,Coppejans,BEL,1994-02-07,258051
175,Stefano,Napolitano,ITA,1995-04-11,103589
181,Hiroki,Moriya,JPN,1990-10-16,511120
172,Tatsuma,Ito,JPN,1988-05-18,1181202
174,Federico,Gaio,ITA,1992-03-05,201400
169,Maximilian,Marterer,GER,1995-06-15,107390
171,Sam,Groth,AUS,1987-10-19,1712977
176,Ilya,Ivashka,BLR,1994-02-24,119322
157,Peter,Gojowczyk,GER,1989-07-15,769257
187,Marcelo,Arevalo,ESA,1990-10-17,197017
180,Mirza,Basic,BIH,1991-07-12,354225
188,Marco,Cecchinato,ITA,1992-09-30,549642
177,Mathias,Bourgue,FRA,1994-01-18,267003
189,Pedro,Sousa,POR,1988-05-27,216024
183,Michael,Berrer,GER,1980-07-01,2766701
186,Laslo,Djere,SRB,1995-06-02,168611
191,Uladzimir,Ignatik,BLR,1990-07-14,436770
185,Agustin,Velotti,ARG,1992-05-24,238848
195,Michael,Mmoh,USA,1998-01-10,137295
198,Matthew,Barton,AUS,1991-12-18,240017
204,James,McGee,IRL,1987-06-10,305892
194,Alexander,Kudryavtsev,RUS,1985-10-26,877336
193,Tennys,Sandgren,USA,1991-07-22,244416
196,Mohamed,Safwat,EGY,1990-09-19,226956
184,Joris,De Loore,BEL,1993-04-21,106574
