ranking,first_name,last_name,country,birthday,prize_money
6,Novak,Djokovic,SRB,1987-05-22,109805403
2,Roger,Federer,SUI,1981-08-08,108250560
1,Rafael,Nadal,ESP,1986-06-03,90641902
3,Andy,Murray,GBR,1987-05-15,60807644
30,David,Ferrer,ESP,1982-04-02,30740257
8,Stan,Wawrinka,SUI,1985-03-28,30623544
19,Tomas,Berdych,CZE,1985-09-17,28220153
18,Jo-Wilfried,Tsonga,FRA,1985-04-17,20397470
5,Marin,Cilic,CRO,1988-09-28,19800399
23,Juan Martin,del Potro,ARG,1988-09-23,17870411
14,Kei,Nishikori,JPN,1989-12-29,17624129
12,Milos,Raonic,CAN,1990-12-27,15804114
31,Richard,Gasquet,FRA,1986-06-18,15594196
34,Feliciano,Lopez,ESP,1981-09-20,14514060
43,Fernando,Verdasco,ESP,1983-11-15,14281374
120,Mikhail,Youzhny,RUS,1982-06-25,13832368
42,Gael,Monfils,FRA,1986-09-01,13744378
252,Tommy,Haas,GER,1978-04-03,13609987
147,Tommy,Robredo,ESP,1982-05-01,13170484
47,Gilles,Simon,FRA,1984-12-27,12349414
16,John,Isner,USA,1985-04-26,12221048
350,Radek,Stepanek,CZE,1978-11-27,11343464
130,Nicolas,Almagro,ESP,1985-08-21,10735242
33,Philipp,Kohlschreiber,GER,1983-10-16,10591707
9,Grigor,Dimitrov,BUL,1991-05-16,10264636
15,Kevin,Anderson,RSA,1986-05-18,10119133
160,Jurgen,Melzer,AUT,1981-05-22,9936146
17,Sam,Querrey,USA,1987-10-07,9808508
28,Fabio,Fognini,ITA,1987-05-24,9195310
121,Marcel,Granollers,ESP,1986-04-12,9181095
52,Ivo,Karlovic,CRO,1979-02-28,8757559
85,Andreas,Seppi,ITA,1984-02-21,8734024
96,Julien,Benneteau,FRA,1981-12-20,8683783
109,Nicolas,Mahut,FRA,1982-01-21,8628669
7,Dominic,Thiem,AUT,1993-09-03,8358243
88,Janko,Tipsarevic,SRB,1984-06-22,8189576
95,Marcos,Baghdatis,CYP,1985-06-17,8133969
54,Viktor,Troicki,SRB,1986-02-10,7869413
105,Guillermo,Garcia-Lopez,ESP,1983-06-04,7393910
13,Roberto,Bautista Agut,ESP,1988-04-14,7282226
10,David,Goffin,BEL,1990-12-07,7238392
83,Jeremy,Chardy,FRA,1987-02-12,7019996
66,Florian,Mayer,GER,1983-10-05,6899868
41,Alexandr,Dolgopolov,UKR,1988-11-07,6797206
32,Pablo,Cuevas,URU,1986-01-01,6517440
208,Ernests,Gulbis,LAT,1988-08-30,6441653
267,Paul-Henri,Mathieu,FRA,1982-01-12,6288150
20,Jack,Sock,USA,1992-09-24,6166224
13,Ivan,Dodig,CRO,1985-01-02,6145382
490,Dmitry,Tursunov,RUS,1982-12-12,5920125
4,Alexander,Zverev,GER,1997-04-20,5686720
21,Nick,Kyrgios,AUS,1995-04-27,5468673
22,Gilles,Muller,LUX,1983-05-09,5403128
51,Denis,Istomin,UZB,1986-09-07,5317023
144,Bernard,Tomic,AUS,1992-10-21,5270162
11,Pablo,Carreno Busta,ESP,1991-07-12,5198754
25,Albert,Ramos-Vinolas,ESP,1988-01-17,5186462
90,Thomaz,Bellucci,BRA,1987-12-30,5157757
44,Robin,Haase,NED,1987-04-06,5138491
38,Benoit,Paire,FRA,1989-05-08,5085400
822,Edouard,Roger-Vasselin,FRA,1983-11-28,4912910
61,Yen-Hsun,Lu,TPE,1983-08-14,4785761
102,Sergiy,Stakhovsky,UKR,1986-01-06,4763553
49,Leonardo,Mayer,ARG,1987-05-15,4740867
84,Vasek,Pospisil,CAN,1990-06-23,4718735
196,Simone,Bolelli,ITA,1985-10-08,4711534
29,Adrian,Mannarino,FRA,1988-06-29,4595981
346,Benjamin,Becker,GER,1981-06-16,4399584
138,Santiago,Giraldo,COL,1987-11-27,4278893
140,Martin,Klizan,SVK,1989-07-11,4274759
63,Joao,Sousa,POR,1989-03-30,4205609
57,Donald,Young,USA,1989-07-23,4195988
45,Steve,Johnson,USA,1989-12-24,4118461
184,Lukas,Rosol,CZE,1985-07-24,4083269
1775,Younes,El Aynaoui,MAR,1971-09-12,4044667
16,Rajeev,Ram,USA,1984-03-18,4035494
27,Mischa,Zverev,GER,1987-08-22,4024222
115,Carlos,Berlocq,ARG,1983-02-03,4006557
229,Teymuraz,Gabashvili,RUS,1985-05-23,3985576
39,Paolo,Lorenzi,ITA,1981-12-15,3962746
86,Pierre-Hugues,Herbert,FRA,1991-03-18,3886241
24,Lucas,Pouille,FRA,1994-02-23,3858409
145,Jerzy,Janowicz,POL,1990-11-13,3730744
82,Mikhail,Kukushkin,KAZ,1987-12-26,3633420
67,Horacio,Zeballos,ARG,1985-04-27,3598056
71,Dudi,Sela,ISR,1985-04-04,3551162
46,Ryan,Harrison,USA,1992-05-07,3410370
497,Daniel,Gimeno-Traver,ESP,1985-08-07,3153460
363,Alejandro,Falla,COL,1983-11-14,3101331
68,Steve,Darcis,BEL,1984-03-13,2975406
62,Jiri,Vesely,CZE,1993-07-10,2885915
26,Diego,Schwartzman,ARG,1992-08-16,2789714
70,Federico,Delbonis,ARG,1990-10-05,2779167
728,Michael,Berrer,GER,1980-07-01,2766701
110,Lukas,Lacko,SVK,1987-11-03,2743420
97,Andrey,Kuznetsov,RUS,1991-02-22,2698124
585,Andrey,Golubev,KAZ,1987-07-22,2663623
124,Dustin,Brown,GER,1984-12-08,2627724
55,Borna,Coric,CRO,1996-11-14,2390948
94,Malek,Jaziri,TUN,1984-01-20,2379836
447,Ruben,Ramirez Hidalgo,ESP,1978-01-06,2346155
73,Dusan,Lajovic,SRB,1990-06-30,2273221
48,Aljaz,Bedene,GBR,1989-07-18,2234486
58,Jan-Lennard,Struff,GER,1990-04-25,2208405
223,Stephane,Robert,FRA,1980-05-17,2199207
203,Tobias,Kamke,GER,1986-05-21,2197879
1202,Jan,Hernych,CZE,1979-07-07,2178092
678,Igor,Sijsling,NED,1987-08-18,2143191
1362,Karol,Beck,SVK,1982-04-03,2110636
165,Ricardas,Berankis,LTU,1990-06-21,2070150
309,Daniel,Brands,GER,1987-07-17,2037887
476,Marinko,Matosevic,AUS,1985-08-08,2022650
227,Marco,Chiudinelli,SUI,1981-09-10,2003025
37,Damir,Dzumhur,BIH,1992-05-20,1982522
78,Victor,Estrella Burgos,DOM,1980-08-02,1955591
119,Matthew,Ebden,AUS,1987-11-26,1943535
204,Illya,Marchenko,UKR,1987-09-08,1939336
53,Kyle,Edmund,GBR,1995-01-08,1917487
74,Evgeny,Donskoy,RUS,1990-05-09,1903901
166,Sam,Groth,AUS,1987-10-19,1903282
65,Guido,Pella,ARG,1990-05-17,1863744
236,Maximo,Gonzalez,ARG,1983-07-20,1853677
342,Frank,Dancevic,CAN,1984-09-26,1843032
475,Andreas,Haider-Maurer,AUT,1987-03-22,1752432
143,Go,Soeda,JPN,1984-09-05,1751771
422,Thiemo,de Bakker,NED,1988-09-19,1716940
106,Blaz,Kavcic,SLO,1987-03-05,1700061
40,Karen,Khachanov,RUS,1996-05-21,1679764
169,Denis,Kudla,USA,1992-08-17,1655017
192,Tim,Smyczek,USA,1987-12-30,1649969
36,Yuichi,Sugita,JPN,1988-09-18,1537913
157,Kenny,De Schepper,FRA,1987-05-29,1482477
77,Rogerio,Dutra Silva,BRA,1984-02-05,1479667
267,Fred,Gil,POR,1985-03-24,1436646
59,Nikoloz,Basilashvili,GEO,1992-02-23,1377468
35,Andrey,Rublev,RUS,1997-10-20,1373178
636,Pere,Riba,ESP,1988-04-07,1360863
101,Ruben,Bemelmans,BEL,1988-01-14,1348262
187,John,Millman,AUS,1989-06-14,1345001
303,Marsel,Ilhan,TUR,1987-06-11,1343291
56,Jared,Donaldson,USA,1996-10-09,1342956
135,Daniel,Evans,GBR,1990-05-23,1339693
409,Michal,Przysiezny,POL,1984-02-16,1335040
245,Joao,Souza,BRA,1988-05-27,1300382
150,Tatsuma,Ito,JPN,1988-05-18,1294135
338,Grega,Zemlja,SLO,1986-09-29,1242858
112,Radu,Albot,MDA,1989-11-11,1240424
