ranking,first_name,last_name,country,birthday,prize_money
5,Novak,Djokovic,SRB,1987-05-22,109805403
3,Roger,Federer,SUI,1981-08-08,107309145
2,Rafael,Nadal,ESP,1986-06-03,86111497
1,Andy,Murray,GBR,1987-05-15,60807644
4,Stan,Wawrinka,SUI,1985-03-28,30623544
33,David,Ferrer,ESP,1982-04-02,30386642
14,Tomas,Berdych,CZE,1985-09-17,28018533
12,Jo-Wilfried,Tsonga,FRA,1985-04-17,20209925
6,Marin,Cilic,CRO,1988-09-28,19573289
9,Kei,Nishikori,JPN,1989-12-29,17472934
32,Juan Martin,del Potro,ARG,1988-09-23,16770434
10,Milos,Raonic,CAN,1990-12-27,15674059
29,Richard,Gasquet,FRA,1986-06-18,15410620
38,Fernando,Verdasco,ESP,1983-11-15,14108002
28,Feliciano,Lopez,ESP,1981-09-20,14102950
99,Mikhail,Youzhny,RUS,1982-06-25,13688059
248,Tommy,Haas,GER,1978-04-03,13602795
22,Gael,Monfils,FRA,1986-09-01,13494708
183,Tommy,Robredo,ESP,1982-05-01,13160471
37,Gilles,Simon,FRA,1984-12-27,12258985
18,John,Isner,USA,1985-04-26,11679903
218,Radek,Stepanek,CZE,1978-11-27,11343464
79,Nicolas,Almagro,ESP,1985-08-21,10670138
47,Philipp,Kohlschreiber,GER,1983-10-16,10219989
146,Jurgen,Melzer,AUT,1981-05-22,9936146
24,Sam,Querrey,USA,1987-10-07,9122218
101,Marcel,Granollers,ESP,1986-04-12,9104226
11,Grigor,Dimitrov,BUL,1991-05-16,8969516
25,Fabio,Fognini,ITA,1987-05-24,8900620
82,Andreas,Seppi,ITA,1984-02-21,8651836
31,Ivo,Karlovic,CRO,1979-02-28,8627354
85,Julien,Benneteau,FRA,1981-12-20,8546404
9,Nicolas,Mahut,FRA,1982-01-21,8159874
60,Janko,Tipsarevic,SRB,1984-06-22,8087526
45,Kevin,Anderson,RSA,1986-05-18,7967963
77,Marcos,Baghdatis,CYP,1985-06-17,7932624
7,Dominic,Thiem,AUT,1993-09-03,7875201
43,Viktor,Troicki,SRB,1986-02-10,7618028
129,Guillermo,Garcia-Lopez,ESP,1983-06-04,7369526
