ranking,first_name,last_name,country,birthday,prize_money
5,Novak,Djokovic,SRB,1987-05-22,109805403
3,Roger,Federer,SUI,1981-08-08,107780560
1,Rafael,Nadal,ESP,1986-06-03,86289532
2,Andy,Murray,GBR,1987-05-15,60807644
25,David,Ferrer,ESP,1982-04-02,30690257
4,Stan,Wawrinka,SUI,1985-03-28,30623544
18,Tomas,Berdych,CZE,1985-09-17,28085248
12,Jo-Wilfried,Tsonga,FRA,1985-04-17,20282460
7,Marin,Cilic,CRO,1988-09-28,19573289
10,Kei,Nishikori,JPN,1989-12-29,17624129
28,Juan Martin,del Potro,ARG,1988-09-23,16895529
11,Milos,Raonic,CAN,1990-12-27,15782164
30,Richard,Gasquet,FRA,1986-06-18,15474130
35,Feliciano,Lopez,ESP,1981-09-20,14185180
43,Fernando,Verdasco,ESP,1983-11-15,14152332
101,Mikhail,Youzhny,RUS,1982-06-25,13715308
249,Tommy,Haas,GER,1978-04-03,13609987
22,Gael,Monfils,FRA,1986-09-01,13600378
175,Tommy,Robredo,ESP,1982-05-01,13163868
39,Gilles,Simon,FRA,1984-12-27,12276527
15,John,Isner,USA,1985-04-26,11947123
218,Radek,Stepanek,CZE,1978-11-27,11343464
92,Nicolas,Almagro,ESP,1985-08-21,10673638
37,Philipp,Kohlschreiber,GER,1983-10-16,10320992
9,Grigor,Dimitrov,BUL,1991-05-16,10017706
149,Jurgen,Melzer,AUT,1981-05-22,9936146
21,Sam,Querrey,USA,1987-10-07,9326933
119,Marcel,Granollers,ESP,1986-04-12,9108222
26,Fabio,Fognini,ITA,1987-05-24,8971841
38,Ivo,Karlovic,CRO,1979-02-28,8695984
8181,AndreasAndreas,SeppiSeppi,ITAITA,1984-02-211984-02-21,8661901
100,Julien,Benneteau,FRA,1981-12-20,8558544
115,Nicolas,Mahut,FRA,1982-01-21,8462174
32,Kevin,Anderson,RSA,1986-05-18,8272183
67,Janko,Tipsarevic,SRB,1984-06-22,8095326
8,Dominic,Thiem,AUT,1993-09-03,8066421
83,Marcos,Baghdatis,CYP,1985-06-17,7965849
52,Viktor,Troicki,SRB,1986-02-10,7658443
123,Guillermo,Garcia-Lopez,ESP,1983-06-04,7376736
13,Roberto,Bautista Agut,ESP,1988-04-14,6999061
79,Jeremy,Chardy,FRA,1987-02-12,6934076
74,Florian,Mayer,GER,1983-10-05,6781854
14,David,Goffin,BEL,1990-12-07,6512280
64,Alexandr,Dolgopolov,UKR,1988-11-07,6459006
31,Pablo,Cuevas,URU,1986-01-01,6419398
255,Ernests,Gulbis,LAT,1988-08-30,6343955
212,Paul-Henri,Mathieu,FRA,1982-01-12,6265468
11,Ivan,Dodig,CRO,1985-01-02,6114452
16,Jack,Sock,USA,1992-09-24,6045729
645,Dmitry,Tursunov,RUS,1982-12-12,5867025
6,Alexander,Zverev,GER,1997-04-20,5417515
23,Gilles,Muller,LUX,1983-05-09,5307303
146,Bernard,Tomic,AUS,1992-10-21,5187802
76,Thomaz,Bellucci,BRA,1987-12-30,5107757
17,Nick,Kyrgios,AUS,1995-04-27,5085598
86,Denis,Istomin,UZB,1986-09-07,5062061
24,Albert,Ramos-Vinolas,ESP,1988-01-17,5055222
36,Robin,Haase,NED,1987-04-06,5012699
41,Benoit,Paire,FRA,1989-05-08,4917792
829,Edouard,Roger-Vasselin,FRA,1983-11-28,4856325
97,Sergiy,Stakhovsky,UKR,1986-01-06,4717488
78,Vasek,Pospisil,CAN,1990-06-23,4655765
217,Simone,Bolelli,ITA,1985-10-08,4653937
63,Yen-Hsun,Lu,TPE,1983-08-14,4620446
59,Leonardo,Mayer,ARG,1987-05-15,4505035
260,Benjamin,Becker,GER,1981-06-16,4399584
516,Pablo,Andujar,ESP,1986-01-23,4301135
136,Martin,Klizan,SVK,1989-07-11,4271241
34,Adrian,Mannarino,FRA,1988-06-29,4256471
19,Pablo,Carreno Busta,ESP,1991-07-12,4238264
129,Santiago,Giraldo,COL,1987-11-27,4192373
50,Joao,Sousa,POR,1989-03-30,4110224
57,Donald,Young,USA,1989-07-23,4070833
181,Lukas,Rosol,CZE,1985-07-24,4069649
1780,Younes,El Aynaoui,MAR,1971-09-12,4044667
13,Rajeev,Ram,USA,1984-03-18,4002790
46,Steve,Johnson,USA,1989-12-24,3981946
211,Teymuraz,Gabashvili,RUS,1985-05-23,3971120
1085,Filippo,Volandri,ITA,1981-09-05,3949631
95,Carlos,Berlocq,ARG,1983-02-03,3945853
65,Pierre-Hugues,Herbert,FRA,1991-03-18,3819573
110,Jerzy,Janowicz,POL,1990-11-13,3723284
27,Mischa,Zverev,GER,1987-08-22,3653579
40,Paolo,Lorenzi,ITA,1981-12-15,3623514
20,Lucas,Pouille,FRA,1994-02-23,3558681
58,Horacio,Zeballos,ARG,1985-04-27,3506008
103,Mikhail,Kukushkin,KAZ,1987-12-26,3486274
71,Dudi,Sela,ISR,1985-04-04,3416937
45,Ryan,Harrison,USA,1992-05-07,3306550
806,Daniel,Gimeno-Traver,ESP,1985-08-07,3144692
270,Alejandro,Falla,COL,1983-11-14,3099231
66,Steve,Darcis,BEL,1984-03-13,2810171
55,Jiri,Vesely,CZE,1993-07-10,2793003
60,Federico,Delbonis,ARG,1990-10-05,2778647
565,Michael,Berrer,GER,1980-07-01,2766701
120,Lukas,Lacko,SVK,1987-11-03,2677930
606,Andrey,Golubev,KAZ,1987-07-22,2663623
75,Andrey,Kuznetsov,RUS,1991-02-22,2618696
116,Dustin,Brown,GER,1984-12-08,2524555
341,Ruben,Ramirez Hidalgo,ESP,1978-01-06,2345620
80,Malek,Jaziri,TUN,1984-01-20,2236893
33,Diego,Schwartzman,ARG,1992-08-16,2221962
61,Borna,Coric,CRO,1996-11-14,2218793
1214,Jan,Hernych,CZE,1979-07-07,2178092
176,Tobias,Kamke,GER,1986-05-21,2177326
249,Stephane,Robert,FRA,1980-05-17,2174164
48,Aljaz,Bedene,GBR,1989-07-18,2135581
85,Dusan,Lajovic,SRB,1990-06-30,2132526
927,Igor,Sijsling,NED,1987-08-18,2130679
1383,Karol,Beck,SVK,1982-04-03,2110582
49,Jan-Lennard,Struff,GER,1990-04-25,2052081
200,Daniel,Brands,GER,1987-07-17,2029887
426,Marinko,Matosevic,AUS,1985-08-08,2015695
165,Ricardas,Berankis,LTU,1990-06-21,1985859
167,Marco,Chiudinelli,SUI,1981-09-10,1981340
90,Victor,Estrella Burgos,DOM,1980-08-02,1946751
162,Illya,Marchenko,UKR,1987-09-08,1912762
137,Matthew,Ebden,AUS,1987-11-26,1905980
174,Sam,Groth,AUS,1987-10-19,1883632
193,Maximo,Gonzalez,ARG,1983-07-20,1843607
358,Frank,Dancevic,CAN,1984-09-26,1806147
99,Evgeny,Donskoy,RUS,1990-05-09,1771776
42,Kyle,Edmund,GBR,1995-01-08,1733502
374,Thiemo,de Bakker,NED,1988-09-19,1713913
130,Go,Soeda,JPN,1984-09-05,1710686
72,Guido,Pella,ARG,1990-05-17,1697409
506,Andreas,Haider-Maurer,AUT,1987-03-22,1693641
88,Blaz,Kavcic,SLO,1987-03-05,1650061
173,Denis,Kudla,USA,1992-08-17,1636902
203,Tim,Smyczek,USA,1987-12-30,1593189
56,Damir,Dzumhur,BIH,1992-05-20,1592865
941,Andreas,Beck,GER,1986-02-05,1564600
29,Karen,Khachanov,RUS,1996-05-21,1545029
147,Kenny,De Schepper,FRA,1987-05-29,1455186
313,Fred,Gil,POR,1985-03-24,1430252
68,Rogerio,Dutra Silva,BRA,1984-02-05,1383310
468,Pere,Riba,ESP,1988-04-07,1360863
44,Yuichi,Sugita,JPN,1988-09-18,1343098
89,Daniel,Evans,GBR,1990-05-23,1339693
228,Marsel,Ilhan,TUR,1987-06-11,1337301
411,Michal,Przysiezny,POL,1984-02-16,1335040
215,Joao,Souza,BRA,1988-05-27,1298482
96,Ruben,Bemelmans,BEL,1988-01-14,1295182
172,Tatsuma,Ito,JPN,1988-05-18,1273325
62,Nikoloz,Basilashvili,GEO,1992-02-23,1247301
328,Grega,Zemlja,SLO,1986-09-29,1242858
296,Matthias,Bachinger,GER,1987-04-02,1224432
858,James,Ward,GBR,1987-02-09,1222984
51,Jared,Donaldson,USA,1996-10-09,1204726
235,John,Millman,AUS,1989-06-14,1176906
34,Brian,Baker,USA,1985-04-30,1176403
804,Jimmy,Wang,TPE,1985-02-08,1143176
111,Facundo,Bagnis,ARG,1990-02-27,1093230
138,Radu,Albot,MDA,1989-11-11,1087784
47,Hyeon,Chung,KOR,1996-05-19,1082460
157,James,Duckworth,AUS,1992-01-21,1076096
393,Daniel,Munoz de la Nava,ESP,1982-01-29,1072302
87,Marius,Copil,ROU,1990-10-17,1038058
246,Inigo,Cervantes,ESP,1989-11-30,1028894
436,Alejandro,Gonzalez,COL,1989-02-07,1021755
154,Konstantin,Kravchuk,RUS,1985-02-23,1009835
153,Gastao,Elias,POR,1990-11-24,980786
106,Peter,Gojowczyk,GER,1989-07-15,959236
423,Adrian,Ungur,ROU,1985-01-22,957189
821,Jesse,Huta Galung,NED,1985-10-06,946839
224,Frederik,Nielsen,DEN,1983-08-27,923690
128,Peter,Polansky,CAN,1988-06-15,920288
363,Alexander,Kudryavtsev,RUS,1985-10-26,902937
222,Thanasi,Kokkinakis,AUS,1996-04-10,887959
1206,Julian,Reister,GER,1986-04-02,858260
73,Jordan,Thompson,AUS,1994-04-20,845202
164,Vincent,Millot,FRA,1986-01-30,837028
82,Thomas,Fabbiano,ITA,1989-05-26,830209
148,Adrian,Menendez-Maceiras,ESP,1985-10-28,829252
108,Taylor,Fritz,USA,1997-10-28,827223
126,Filip,Krajinovic,SRB,1992-02-27,809047
76,Mikhail,Elgin,RUS,1981-10-14,808019
220,Aleksandr,Nedovyesov,KAZ,1987-02-15,803479
121,Taro,Daniel,JPN,1993-01-27,802679
291,Austin,Krajicek,USA,1990-06-16,790503
53,Andrey,Rublev,RUS,1997-10-20,779103
118,Yoshihito,Nishioka,JPN,1995-09-27,776988
114,Renzo,Olivo,ARG,1992-03-15,769072
311,Jurgen,Zopp,EST,1988-03-29,760742
320,David,Guez,FRA,1982-12-08,760266
202,John-Patrick,Smith,AUS,1989-01-24,743275
70,Frances,Tiafoe,USA,1998-01-20,729731
974,Takao,Suzuki,JPN,1976-09-20,729199
102,Marco,Cecchinato,ITA,1992-09-30,715260
285,Ze,Zhang,CHN,1990-07-04,711847
135,Bjorn,Fratangelo,USA,1993-07-19,705248
183,Andrej,Martin,SVK,1989-09-20,698398
107,Cedrik-Marcel,Stebe,GER,1990-10-09,692739
54,Daniil,Medvedev,RUS,1996-02-11,692708
142,Gerald,Melzer,AUT,1990-07-13,665900
232,Andrea,Arnaboldi,ITA,1987-12-27,632793
168,Brydan,Klein,GBR,1989-12-31,629095
248,Blaz,Rola,SLO,1990-10-05,617108
219,Di,Wu,CHN,1991-09-14,603647
263,Bradley,Klahn,USA,1990-08-20,601715
425,Jan,Mertl,CZE,1982-01-03,595103
831,Giovanni,Lapentti,ECU,1983-01-25,588402
113,Thiago,Monteiro,BRA,1994-05-31,588142
43,Franko,Skugor,CRO,1987-09-20,579241
32,Nikola,Mektic,CRO,1988-12-24,570328
152,Luca,Vanni,ITA,1985-06-04,569128
286,Matteo,Viola,ITA,1987-07-07,566755
213,Hiroki,Moriya,JPN,1990-10-16,561380
91,Alessandro,Giannessi,ITA,1990-05-30,539925
122,Quentin,Halys,FRA,1996-10-26,539812
54,Matwe,Middelkoop,NED,1983-09-03,537360
325,Andre,Ghem,BRA,1982-05-29,529429
470,Jaroslav,Pospisil,CZE,1981-02-09,528611
117,Marton,Fucsovics,HUN,1992-02-08,523386
196,Marco,Trungelliti,ARG,1990-01-31,520153
84,Norbert,Gombos,SVK,1990-08-13,519402
94,Henri,Laaksonen,SUI,1992-03-31,509833
158,Yuki,Bhambri,IND,1992-07-04,505408
109,Roberto,Carballes Baena,ESP,1993-03-23,502906
201,Elias,Ymer,SWE,1996-04-10,502293
171,Ti,Chen,TPE,1983-10-03,496605
77,Ernesto,Escobedo,USA,1996-07-04,495607
207,Dennis,Novikov,USA,1993-11-06,494637
166,Uladzimir,Ignatik,BLR,1990-07-14,494381
81,Jonathan,Eysseric,FRA,1990-05-27,493445
662,Alexandre,Sidorenko,FRA,1988-02-18,492431
316,Facundo,Arguello,ARG,1992-08-04,483102
93,Nicolas,Kicker,ARG,1992-08-16,481311
223,Guilherme,Clezar,BRA,1992-12-31,477919
150,Guido,Andreozzi,ARG,1991-08-05,476238
372,Luke,Saville,AUS,1994-01-02,467148
131,Adam,Pavlasek,CZE,1994-10-08,467012
46,Andres,Molteni,ARG,1988-03-15,460933
317,Rhyne,Williams,USA,1991-03-22,460657
126,Denys,Molchanov,UKR,1987-05-16,452221
403,Amir,Weintraub,ISR,1986-09-16,447978
156,Jozef,Kovalik,SVK,1992-11-04,446396
501,Lamine,Ouahab,MAR,1984-12-22,438383
323,Yannick,Mertens,BEL,1987-06-25,434524
71,Matt,Reid,AUS,1990-07-17,425019
69,Denis,Shapovalov,CAN,1999-04-15,418421
273,Andrew,Whittington,AUS,1993-08-11,415343
169,Mirza,Basic,BIH,1991-07-12,406420
65,Hans,Podlipnik-Castillo,CHI,1988-01-09,403106
105,Tennys,Sandgren,USA,1991-07-22,400405
1158,Jesse,Witten,USA,1982-10-15,399938
164,Albano,Olivetti,FRA,1991-11-24,398673
680,Niels,Desein,BEL,1987-06-09,389911
418,Tsung-Hua,Yang,TPE,1991-03-29,389444
151,Mathias,Bourgue,FRA,1994-01-18,376815
242,James,McGee,IRL,1987-06-10,372510
606,Ricardo,Hocevar,BRA,1985-05-09,363500
141,Stefan,Kozlov,USA,1998-02-01,362631
329,Javier,Marti,ESP,1992-01-11,353708
311,Ante,Pavic,CRO,1989-03-07,352192
109,Alex,Bolt,AUS,1993-01-05,350302
281,Zhe,Li,CHN,1986-09-20,345592
301,Steven,Diez,CAN,1991-03-17,343349
179,Aldin,Setkic,BIH,1987-12-21,340302
362,Maxime,Authom,BEL,1987-03-29,338499
774,Greg,Jones,AUS,1989-01-31,337512
310,Axel,Michon,FRA,1990-12-16,337498
740,Carlos,Salamanca,COL,1983-01-15,336243
220,Tristan,Lamasine,FRA,1993-03-05,330836
243,Liam,Broady,GBR,1994-01-04,318465
284,Kimmer,Coppejans,BEL,1994-02-07,310902
127,Pedro,Sousa,POR,1988-05-27,309256
199,Noah,Rubin,USA,1996-02-21,303034
314,Gerard,Granollers,ESP,1989-01-30,296904
143,Arthur,De Greef,BEL,1992-03-27,294096
159,Caio,Zampieri,BRA,1986-05-27,292766
178,Reilly,Opelka,USA,1997-08-28,291901
1282,Benjamin,Mitchell,AUS,1992-11-30,290352
159,Tommy,Paul,USA,1997-05-17,289430
219,Mohamed,Safwat,EGY,1990-09-19,288147
532,Jordi,Samper-Montana,ESP,1990-04-05,286595
300,Enrique,Lopez-Perez,ESP,1991-06-03,284910
155,Ramkumar,Ramanathan,IND,1994-11-08,284182
195,Jan,Satral,CZE,1990-07-24,283315
197,Mitchell,Krueger,USA,1994-01-12,280311
187,Yasutaka,Uchiyama,JPN,1992-08-05,279195
98,Laslo,Djere,SRB,1995-06-02,279163
168,Darian,King,BAR,1992-04-26,275819
257,Philip,Bester,CAN,1988-10-06,272057
1286,Jan,Minar,CZE,1981-04-09,270701
303,Federico,Gaio,ITA,1992-03-05,266746
250,Agustin,Velotti,ARG,1992-05-24,266106
967,Daniel,Cox,GBR,1990-09-28,265733
200,Tim,Puetz,GER,1987-11-19,265350
385,Matthew,Barton,AUS,1991-12-18,263654
1871,Ivan,Sergeyev,UKR,1988-01-20,261683
348,Denis,Matsukevich,RUS,1986-03-28,258449
133,Nicolas,Jarry,CHI,1995-10-11,255254
237,Laurynas,Grigelis,LTU,1991-08-14,255101
490,Saketh,Myneni,IND,1987-10-19,255011
278,Matteo,Donati,ITA,1995-02-28,253974
617,Guillermo,Olaso,ESP,1988-03-25,252983
327,Jose,Statham,NZL,1987-04-25,252470
114,Aliaksandr,Bury,BLR,1987-09-14,251271
104,Alexander,Bublik,KAZ,1997-06-17,248650
162,Toshihide,Matsui,JPN,1978-04-19,248017
583,Aslan,Karatsev,RUS,1993-09-04,246666
345,Boy,Westerhof,NED,1985-10-24,246640
339,Christian,Lindell,SWE,1991-11-20,245165
190,Stefano,Napolitano,ITA,1995-04-11,243090
497,Romain,Jouan,FRA,1985-07-16,242863
315,Marcelo,Arevalo,ESA,1990-10-17,242624
145,Michael,Mmoh,USA,1998-01-10,240880
188,Lorenzo,Giustino,ITA,1991-09-10,238078
112,Casper,Ruud,NOR,1998-12-22,236891
575,Alexander,Ward,GBR,1990-04-30,235312
245,Marcel,Felder,URU,1984-07-09,233702
511,Yan,Bai,CHN,1989-05-21,231722
240,Eduardo,Struvay,COL,1990-12-17,227983
125,Maximilian,Marterer,GER,1995-06-15,226409
124,Egor,Gerasimov,BLR,1992-11-11,221241
857,Alberto,Brizzi,ITA,1984-03-26,220823
477,Marc,Fornell-Mestres,ESP,1982-01-26,218133
731,Nicolas,Barrientos,COL,1987-04-24,218094
267,Omar,Jasika,AUS,1997-05-18,217119
167,Attila,Balazs,HUN,1988-12-27,215243
270,Jason,Jung,TPE,1989-06-15,213311
519,Marcus,Willis,GBR,1990-10-09,213158
553,Germain,Gigounon,BEL,1989-04-20,212220
279,Miljan,Zekic,SRB,1988-07-12,208899
391,Nils,Langer,GER,1990-01-25,208894
144,Stefano,Travaglia,ITA,1991-12-18,208040
77,Marc,Polmans,AUS,1997-05-02,206110
1376,Michael,Quintero,COL,1980-07-11,205626
206,Mackenzie,McDonald,USA,1995-04-16,205114
346,Laurent,Lokoli,FRA,1994-10-18,205073
316,Sergey,Betov,BLR,1987-10-15,203438
376,Edward,Corrie,GBR,1988-02-21,201776
832,Antal,Van Der Duim,NED,1987-09-16,199933
132,Sebastian,Ofner,AUT,1996-05-12,197763
170,Salvatore,Caruso,ITA,1992-12-15,195797
211,Fernando,Romboli,BRA,1989-01-04,195364
1371,Woong-Sun,Jun,KOR,1986-06-14,195307
854,Cristian,Villagran,SUI,1982-01-20,194808
201,Grzegorz,Panfil,POL,1988-01-01,193676
367,Sekou,Bangoura,USA,1991-11-18,192470
163,Duckhee,Lee,KOR,1998-05-29,191139
508,Peter,Torebko,GER,1988-02-10,188589
386,Gregoire,Barrere,FRA,1994-02-16,188492
161,Stefanos,Tsitsipas,GRE,1998-08-12,188161
239,Alexander,Sarkissian,USA,1990-04-03,186562
1233,Marek,Semjan,SVK,1987-11-07,186534
344,Dzmitry,Zhyrmont,BLR,1989-03-01,186120
269,Pedja,Krstin,SRB,1994-09-03,185458
177,Calvin,Hemery ,FRA,1995-01-28,184944
547,Artem,Smirnov,UKR,1988-02-02,184201
214,Christian,Garin,CHI,1996-05-30,182178
299,Dennis,Novak,AUT,1993-08-28,181951
124,Vishnu,Vardhan,IND,1987-07-27,179049
111,Kevin,Krawietz,GER,1992-01-24,178958
186,Alex,de Minaur,AUS,1999-02-17,178882
216,Juan Ignacio,Londero,ARG,1993-08-15,178748
522,Mate,Delic,CRO,1993-04-29,178564
718,Laurent,Rochette,FRA,1988-02-05,176848
444,Emilio,Gomez,ECU,1991-11-28,175551
102,Dino,Marcan,CRO,1991-02-12,173663
205,Ilya,Ivashka,BLR,1994-02-24,173030
305,Walter,Trusendi,ITA,1985-01-03,170205
348,Daniel,Nguyen,USA,1990-10-16,170015
91,Hugo,Nys,FRA,1991-02-16,167973
756,Reda,El Amrani,MAR,1988-05-19,167278
929,Andre,Miele,BRA,1987-04-12,166772
