ranking,first_name,last_name,country,birthday,prize_money
2,Roger,Federer,SUI,1981-08-08,111885682
14,Novak,Djokovic,SRB,1987-05-22,109805403
1,Rafael,Nadal,ESP,1986-06-03,94588627
19,Andy,Murray,GBR,1987-05-15,60807644
33,David,Ferrer,ESP,1982-04-02,30822076
8,Stan,Wawrinka,SUI,1985-03-28,30821944
20,Tomas,Berdych,CZE,1985-09-17,28232533
6,Marin,Cilic,CRO,1988-09-28,20944791
15,Jo-Wilfried,Tsonga,FRA,1985-04-17,20808869
10,Juan Martin,del Potro,ARG,1988-09-23,18920108
24,Kei,Nishikori,JPN,1989-12-29,17624129
31,Richard,Gasquet,FRA,1986-06-18,15861645
23,Milos,Raonic,CAN,1990-12-27,15813339
38,Feliciano,Lopez,ESP,1981-09-20,14685665
40,Fernando,Verdasco,ESP,1983-11-15,14523430
3,Grigor,Dimitrov,BUL,1991-05-16,14109911
39,Gael,Monfils,FRA,1986-09-01,13962558
90,Mikhail,Youzhny,RUS,1982-06-25,13863808
257,Tommy,Haas,GER,1978-04-03,13609987
163,Tommy,Robredo,ESP,1982-05-01,13172359
57,Gilles,Simon,FRA,1984-12-27,12576841
16,John,Isner,USA,1985-04-26,12576030
492,Radek,Stepanek,CZE,1978-11-27,11343464
167,Nicolas,Almagro,ESP,1985-08-21,10742287
29,Philipp,Kohlschreiber,GER,1983-10-16,10741671
12,Kevin,Anderson,RSA,1986-05-18,10290020
13,Sam,Querrey,USA,1987-10-07,9986073
198,Jurgen,Melzer,AUT,1981-05-22,9936146
5,Dominic,Thiem,AUT,1993-09-03,9569737
133,Marcel,Granollers,ESP,1986-04-12,9405998
25,Fabio,Fognini,ITA,1987-05-24,9362182
7,David,Goffin,BEL,1990-12-07,9075195
59,Julien,Benneteau,FRA,1981-12-20,8998025
89,Ivo,Karlovic,CRO,1979-02-28,8790533
76,Andreas,Seppi,ITA,1984-02-21,8786177
107,Nicolas,Mahut,FRA,1982-01-21,8781403
9,Jack,Sock,USA,1992-09-24,8231639
142,Janko,Tipsarevic,SRB,1984-06-22,8189576
123,Marcos,Baghdatis,CYP,1985-06-17,8147973
65,Viktor,Troicki,SRB,1986-02-10,8087227
21,Roberto,Bautista Agut,ESP,1988-04-14,7528934
71,Guillermo,Garcia-Lopez,ESP,1983-06-04,7479371
84,Jeremy,Chardy,FRA,1987-02-12,7093244
4,Alexander,Zverev,GER,1997-04-20,7041628
68,Florian,Mayer,GER,1983-10-05,6932639
37,Alexandr,Dolgopolov,UKR,1988-11-07,6915954
34,Pablo,Cuevas,URU,1986-01-01,6738592
204,Ernests,Gulbis,LAT,1988-08-30,6459404
5,Ivan,Dodig,CRO,1985-01-02,6357700
254,Paul-Henri,Mathieu,FRA,1982-01-12,6299093
479,Dmitry,Tursunov,RUS,1982-12-12,5920125
11,Pablo,Carreno Busta,ESP,1991-07-12,5768623
17,Nick,Kyrgios,AUS,1995-04-27,5600640
22,Albert,Ramos-Vinolas,ESP,1988-01-17,5449448
28,Gilles,Muller,LUX,1983-05-09,5423538
60,Denis,Istomin,UZB,1986-09-07,5349611
43,Robin,Haase,NED,1987-04-06,5324123
143,Bernard,Tomic,AUS,1992-10-21,5293195
42,Benoit,Paire,FRA,1989-05-08,5229677
109,Thomaz,Bellucci,BRA,1987-12-30,5157757
52,Leonardo,Mayer,ARG,1987-05-15,4805602
77,Yen-Hsun,Lu,TPE,1983-08-14,4796896
120,Sergiy,Stakhovsky,UKR,1986-01-06,4784621
27,Adrian,Mannarino,FRA,1988-06-29,4771764
105,Vasek,Pospisil,CAN,1990-06-23,4748682
173,Simone,Bolelli,ITA,1985-10-08,4726425
18,Lucas,Pouille,FRA,1994-02-23,4514157
519,Benjamin,Becker,GER,1981-06-16,4399584
1765,Pablo,Andujar,ESP,1986-01-23,4306728
70,Joao,Sousa,POR,1989-03-30,4305490
236,Santiago,Giraldo,COL,1987-11-27,4278893
145,Martin,Klizan,SVK,1989-07-11,4274759
48,Steve,Johnson,USA,1989-12-24,4246890
63,Donald,Young,USA,1989-07-23,4224158
35,Mischa,Zverev,GER,1987-08-22,4130757
22,Rajeev,Ram,USA,1984-03-18,4104098
209,Lukas,Rosol,CZE,1985-07-24,4096004
44,Paolo,Lorenzi,ITA,1981-12-15,4070210
1600,Younes,El Aynaoui,MAR,1971-09-12,4044667
74,Pierre-Hugues,Herbert,FRA,1991-03-18,4042876
108,Carlos,Berlocq,ARG,1983-02-03,4018067
233,Teymuraz,Gabashvili,RUS,1985-05-23,4000856
121,Jerzy,Janowicz,POL,1990-11-13,3753236
69,Mikhail,Kukushkin,KAZ,1987-12-26,3679627
45,Ryan,Harrison,USA,1992-05-07,3670953
66,Horacio,Zeballos,ARG,1985-04-27,3619721
95,Dudi,Sela,ISR,1985-04-04,3587872
368,Daniel,Gimeno-Traver,ESP,1985-08-07,3159310
648,Alejandro,Falla,COL,1983-11-14,3101331
26,Diego,Schwartzman,ARG,1992-08-16,3028884
88,Steve,Darcis,BEL,1984-03-13,2989098
64,Jiri,Vesely,CZE,1993-07-10,2941315
67,Federico,Delbonis,ARG,1990-10-05,2794162
86,Lukas,Lacko,SVK,1987-11-03,2786277
125,Andrey,Kuznetsov,RUS,1991-02-22,2712720
590,Andrey,Golubev,KAZ,1987-07-22,2663623
46,Borna,Coric,CRO,1996-11-14,2646533
129,Dustin,Brown,GER,1984-12-08,2636171
55,Jan-Lennard,Struff,GER,1990-04-25,2415559
100,Malek,Jaziri,TUN,1984-01-20,2410559
427,Ruben,Ramirez Hidalgo,ESP,1978-01-06,2346155
51,Aljaz,Bedene,SLO,1989-07-18,2315201
75,Dusan,Lajovic,SRB,1990-06-30,2308925
215,Stephane,Robert,FRA,1980-05-17,2219159
229,Tobias,Kamke,GER,1986-05-21,2203396
30,Damir,Dzumhur,BIH,1992-05-20,2196909
1600,Jan,Hernych,CZE,1979-07-07,2178092
136,Ricardas,Berankis,LTU,1990-06-21,2170537
520,Igor,Sijsling,NED,1987-08-18,2150767
49,Kyle,Edmund,GBR,1995-01-08,2131588
328,Daniel,Brands,GER,1987-07-17,2037887
351,Marinko,Matosevic,AUS,1985-08-08,2031730
416,Marco,Chiudinelli,SUI,1981-09-10,2023620
78,Matthew,Ebden,AUS,1987-11-26,1980620
79,Victor,Estrella Burgos,DOM,1980-08-02,1974456
56,Guido,Pella,ARG,1990-05-17,1955041
72,Evgeny,Donskoy,RUS,1990-05-09,1952700
203,Illya,Marchenko,UKR,1987-09-08,1944899
283,Sam,Groth,AUS,1987-10-19,1907332
47,Karen,Khachanov,RUS,1996-05-21,1863214
394,Maximo,Gonzalez,ARG,1983-07-20,1862417
365,Frank,Dancevic,CAN,1984-09-26,1844432
32,Andrey,Rublev,RUS,1997-10-20,1812799
448,Andreas,Haider-Maurer,AUT,1987-03-22,1773689
152,Go,Soeda,JPN,1984-09-05,1767301
106,Blaz,Kavcic,SLO,1987-03-05,1727031
374,Thiemo,de Bakker,NED,1988-09-19,1719418
58,Hyeon,Chung,KOR,1996-05-19,1709608
131,Tim,Smyczek,USA,1987-12-30,1682481
180,Denis,Kudla,USA,1992-08-17,1668002
257,Flavio,Cipolla,ITA,1983-10-20,1628594
41,Yuichi,Sugita,JPN,1988-09-18,1618646
98,Rogerio,Dutra Silva,BRA,1984-02-05,1509200
154,Kenny,De Schepper,FRA,1987-05-29,1503050
54,Jared,Donaldson,USA,1996-10-09,1473165
