ranking,first_name,last_name,country,birthday,prize_money
2,Novak,Djokovic,SRB,1987-05-22,107958527
10,Roger,Federer,SUI,1981-08-08,101605085
6,Rafael,Nadal,ESP,1986-06-03,80124432
1,Andy,Murray,GBR,1987-05-15,58993600
25,David,Ferrer,ESP,1982-04-02,29842977
3,Stan,Wawrinka,SUI,1985-03-28,28442842
12,Tomas,Berdych,CZE,1985-09-17,26573890
14,Jo-Wilfried,Tsonga,FRA,1985-04-17,19293352
7,Marin,Cilic,CRO,1988-09-28,16923161
5,Kei,Nishikori,JPN,1989-12-29,16340330
38,Juan Martin,del Potro,ARG,1988-09-23,16292702
22,Richard,Gasquet,FRA,1986-06-18,14908037
4,Milos,Raonic,CAN,1990-12-27,14724330
89,Mikhail,Youzhny,RUS,1982-06-25,13432625
1022,Tommy,Haas,GER,1978-04-03,13351095
40,Fernando,Verdasco,ESP,1983-11-15,13200531
32,Feliciano,Lopez,ESP,1981-09-20,12970304
502,Tommy,Robredo,ESP,1982-05-01,12897457
9,Gael,Monfils,FRA,1986-09-01,12865975
24,Gilles,Simon,FRA,1984-12-27,11872210
98,Radek,Stepanek,CZE,1978-11-27,11343464
23,John,Isner,USA,1985-04-26,10804698
44,Nicolas,Almagro,ESP,1985-08-21,10442395
257,Jurgen,Melzer,AUT,1981-05-22,9888966
28,Philipp,Kohlschreiber,GER,1983-10-16,9659788
39,Marcel,Granollers,ESP,1986-04-12,8582635
75,Andreas,Seppi,ITA,1984-02-21,8325128
128,Julien,Benneteau,FRA,1981-12-20,8294446
18,Ivo,Karlovic,CRO,1979-02-28,8251857
13,Grigor,Dimitrov,BUL,1991-05-16,8169412
65,Juan,Monaco,ARG,1984-03-29,8057057
45,Fabio,Fognini,ITA,1987-05-24,7980852
101,Janko,Tipsarevic,SRB,1984-06-22,7886073
35,Marcos,Baghdatis,CYP,1985-06-17,7742584
27,Sam,Querrey,USA,1987-10-07,7699674
42,Nicolas,Mahut,FRA,1982-01-21,7508842
74,Kevin,Anderson,RSA,1986-05-18,7383675
37,Viktor,Troicki,SRB,1986-02-10,7211272
99,Guillermo,Garcia-Lopez,ESP,1983-06-04,7066278
68,Jeremy,Chardy,FRA,1987-02-12,6568584
49,Florian,Mayer,GER,1983-10-05,6252042
105,Paul-Henri,Mathieu,FRA,1982-01-12,6155786
154,Ernests,Gulbis,LAT,1988-08-30,6142258
67,Alexandr,Dolgopolov,UKR,1988-11-07,6028892
16,Roberto,Bautista Agut,ESP,1988-04-14,5888416
168,Albert,Montanes,ESP,1980-11-26,5843292
404,Dmitry,Tursunov,RUS,1982-12-12,5782238
157,Ivan,Dodig,CRO,1985-01-02,5640131
11,David,Goffin,BEL,1990-12-07,5418017
8,Dominic,Thiem,AUT,1993-09-03,5354105
20,Pablo,Cuevas,URU,1986-01-01,5243165
21,Lukasz,Kubot,POL,1982-05-16,5101515
19,Jack,Sock,USA,1992-09-24,4942929
33,Bernard,Tomic,AUS,1992-10-21,4878067
77,Denis,Istomin,UZB,1986-09-07,4783777
100,Thomaz,Bellucci,BRA,1987-12-30,4734839
386,Edouard,Roger-Vasselin,FRA,1983-11-28,4625966
108,Sergiy,Stakhovsky,UKR,1986-01-06,4485802
661,Simone,Bolelli,ITA,1985-10-08,4463912
131,Vasek,Pospisil,CAN,1990-06-23,4410705
