ranking,first_name,last_name,country,birthday,prize_money
2,Novak,Djokovic,SRB,1987-05-22,106188878
16,Roger,Federer,SUI,1981-08-08,98830825
9,Rafael,Nadal,ESP,1986-06-03,78724627
1,Andy,Murray,GBR,1987-05-15,55715019
21,David,Ferrer,ESP,1982-04-02,29730348
4,Stan,Wawrinka,SUI,1985-03-28,27054631
10,Tomas,Berdych,CZE,1985-09-17,26151606
632,Lleyton,Hewitt,AUS,1981-02-24,20787586
12,Jo-Wilfried,Tsonga,FRA,1985-04-17,18761854
6,Marin,Cilic,CRO,1988-09-28,16467537
38,Juan Martin,del Potro,ARG,1988-09-23,16292702
5,Kei,Nishikori,JPN,1989-12-29,15652374
18,Richard,Gasquet,FRA,1986-06-18,14810563
3,Milos,Raonic,CAN,1990-12-27,13464667
57,Mikhail,Youzhny,RUS,1982-06-25,13374543
42,Fernando,Verdasco,ESP,1983-11-15,13091294
28,Feliciano,Lopez,ESP,1981-09-20,12908258
392,Tommy,Robredo,ESP,1982-05-01,12896139
7,Gael,Monfils,FRA,1986-09-01,12286019
25,Gilles,Simon,FRA,1984-12-27,11769181
107,Radek,Stepanek,CZE,1978-11-27,11225282
19,John,Isner,USA,1985-04-26,10730509
44,Nicolas,Almagro,ESP,1985-08-21,10360930
306,Jurgen,Melzer,AUT,1981-05-22,9836692
32,Philipp,Kohlschreiber,GER,1983-10-16,9526354
37,Marcel,Granollers,ESP,1986-04-12,8505616
129,Julien,Benneteau,FRA,1981-12-20,8265309
88,Andreas,Seppi,ITA,1984-02-21,8160172
20,Ivo,Karlovic,CRO,1979-02-28,8120303
65,Juan,Monaco,ARG,1984-03-29,8057057
49,Fabio,Fognini,ITA,1987-05-24,7908046
146,Janko,Tipsarevic,SRB,1984-06-22,7871673
36,Marcos,Baghdatis,CYP,1985-06-17,7634483
31,Sam,Querrey,USA,1987-10-07,7574679
17,Grigor,Dimitrov,BUL,1991-05-16,7475466
39,Nicolas,Mahut,FRA,1982-01-21,7423552
67,Kevin,Anderson,RSA,1986-05-18,7383675
29,Viktor,Troicki,SRB,1986-02-10,7070901
70,Guillermo,Garcia-Lopez,ESP,1983-06-04,6957849
69,Jeremy,Chardy,FRA,1987-02-12,6439026
50,Florian,Mayer,GER,1983-10-05,6186630
153,Ernests,Gulbis,LAT,1988-08-30,6142258
75,Paul-Henri,Mathieu,FRA,1982-01-12,6096286
62,Alexandr,Dolgopolov,UKR,1988-11-07,5953591
164,Albert,Montanes,ESP,1980-11-26,5843292
401,Dmitry,Tursunov,RUS,1982-12-12,5744748
14,Roberto,Bautista Agut,ESP,1988-04-14,5635995
116,Ivan,Dodig,CRO,1985-01-02,5568592
22,Pablo,Cuevas,URU,1986-01-01,5181747
24,Lukasz,Kubot,POL,1982-05-16,5082384
8,Dominic,Thiem,AUT,1993-09-03,4889869
11,David,Goffin,BEL,1990-12-07,4860519
26,Bernard,Tomic,AUS,1992-10-21,4776168
23,Jack,Sock,USA,1992-09-24,4765205
61,Thomaz,Bellucci,BRA,1987-12-30,4686457
142,Denis,Istomin,UZB,1986-09-07,4612641
297,Edouard,Roger-Vasselin,FRA,1983-11-28,4612468
115,Sergiy,Stakhovsky,UKR,1986-01-06,4479888
