ranking,first_name,last_name,country,birthday,prize_money
2,Novak,Djokovic,SRB,1987-05-22,108100102
6,Roger,Federer,SUI,1981-08-08,102814690
7,Rafael,Nadal,ESP,1986-06-03,80371867
1,Andy,Murray,GBR,1987-05-15,59557050
32,David,Ferrer,ESP,1982-04-02,29863132
3,Stan,Wawrinka,SUI,1985-03-28,29041277
14,Tomas,Berdych,CZE,1985-09-17,26761144
10,Jo-Wilfried,Tsonga,FRA,1985-04-17,19854857
9,Marin,Cilic,CRO,1988-09-28,17097016
4,Kei,Nishikori,JPN,1989-12-29,16549060
34,Juan Martin,del Potro,ARG,1988-09-23,16387602
22,Richard,Gasquet,FRA,1986-06-18,15029781
5,Milos,Raonic,CAN,1990-12-27,14772045
30,Fernando,Verdasco,ESP,1983-11-15,13537440
87,Mikhail,Youzhny,RUS,1982-06-25,13494582
834,Tommy,Haas,GER,1978-04-03,13358600
36,Feliciano,Lopez,ESP,1981-09-20,13065423
11,Gael,Monfils,FRA,1986-09-01,13027979
438,Tommy,Robredo,ESP,1982-05-01,12935807
25,Gilles,Simon,FRA,1984-12-27,11928088
99,Radek,Stepanek,CZE,1978-11-27,11343464
23,John,Isner,USA,1985-04-26,10906173
56,Nicolas,Almagro,ESP,1985-08-21,10442395
156,Jurgen,Melzer,AUT,1981-05-22,9916405
31,Philipp,Kohlschreiber,GER,1983-10-16,9813129
41,Marcel,Granollers,ESP,1986-04-12,8730884
13,Grigor,Dimitrov,BUL,1991-05-16,8363666
112,Julien,Benneteau,FRA,1981-12-20,8347070
80,Andreas,Seppi,ITA,1984-02-21,8338681
21,Ivo,Karlovic,CRO,1979-02-28,8298527
27,Sam,Querrey,USA,1987-10-07,8126414
40,Fabio,Fognini,ITA,1987-05-24,8072267
72,Juan,Monaco,ARG,1984-03-29,8070747
93,Janko,Tipsarevic,SRB,1984-06-22,7911898
50,Marcos,Baghdatis,CYP,1985-06-17,7742584
55,Nicolas,Mahut,FRA,1982-01-21,7592478
74,Kevin,Anderson,RSA,1986-05-18,7417645
38,Viktor,Troicki,SRB,1986-02-10,7319597
90,Guillermo,Garcia-Lopez,ESP,1983-06-04,7153849
77,Jeremy,Chardy,FRA,1987-02-12,6626492
46,Florian,Mayer,GER,1983-10-05,6293537
67,Alexandr,Dolgopolov,UKR,1988-11-07,6204102
106,Paul-Henri,Mathieu,FRA,1982-01-12,6175843
172,Ernests,Gulbis,LAT,1988-08-30,6147348
18,Roberto,Bautista Agut,ESP,1988-04-14,6016545
8,Dominic,Thiem,AUT,1993-09-03,5924984
175,Albert,Montanes,ESP,1980-11-26,5848530
649,Dmitry,Tursunov,RUS,1982-12-12,5795928
12,David,Goffin,BEL,1990-12-07,5762697
226,Ivan,Dodig,CRO,1985-01-02,5715671
26,Pablo,Cuevas,URU,1986-01-01,5551515
17,Jack,Sock,USA,1992-09-24,5338864
44,Bernard,Tomic,AUS,1992-10-21,4935212
70,Denis,Istomin,UZB,1986-09-07,4819017
71,Thomaz,Bellucci,BRA,1987-12-30,4805089
414,Edouard,Roger-Vasselin,FRA,1983-11-28,4646548
111,Sergiy,Stakhovsky,UKR,1986-01-06,4504968
508,Simone,Bolelli,ITA,1985-10-08,4478482
119,Vasek,Pospisil,CAN,1990-06-23,4477875
64,Yen-Hsun,Lu,TPE,1983-08-14,4422357
29,Gilles,Muller,LUX,1983-05-09,4377742
48,Robin,Haase,NED,1987-04-06,4375595
163,Benjamin,Becker,GER,1981-06-16,4363512
535,Pablo,Andujar,ESP,1986-01-23,4301135
39,Benoit,Paire,FRA,1989-05-08,4286130
105,Santiago,Giraldo,COL,1987-11-27,4105931
142,Leonardo,Mayer,ARG,1987-05-15,4097599
61,Martin,Klizan,SVK,1989-07-11,4052671
162,Lukas,Rosol,CZE,1985-07-24,3969244
276,Filippo,Volandri,ITA,1981-09-05,3949631
16,Nick,Kyrgios,AUS,1995-04-27,3937824
24,Albert,Ramos-Vinolas,ESP,1988-01-17,3922463
164,Teymuraz,Gabashvili,RUS,1985-05-23,3886815
184,Rajeev,Ram,USA,1984-03-18,3813925
35,Joao,Sousa,POR,1989-03-30,3692283
69,Carlos,Berlocq,ARG,1983-02-03,3681266
65,Adrian,Mannarino,FRA,1988-06-29,3554123
183,Jerzy,Janowicz,POL,1990-11-13,3529262
51,Donald,Young,USA,1989-07-23,3527879
19,Pablo,Carreno Busta,ESP,1991-07-12,3464141
28,Steve,Johnson,USA,1989-12-24,3452122
76,Mikhail,Kukushkin,KAZ,1987-12-26,3238253
83,Dudi,Sela,ISR,1985-04-04,3188780
150,Daniel,Gimeno-Traver,ESP,1985-08-07,3130442
37,Paolo,Lorenzi,ITA,1981-12-15,3100653
270,Alejandro,Falla,COL,1983-11-14,3094221
33,Mischa,Zverev,GER,1987-08-22,3077413
73,Pierre-Hugues,Herbert,FRA,1991-03-18,3062484
75,Horacio,Zeballos,ARG,1985-04-27,2881191
15,Lucas,Pouille,FRA,1994-02-23,2777344
254,Michael,Berrer,GER,1980-07-01,2766701
