ranking,first_name,last_name,country,birthday,prize_money
5,Novak,Djokovic,SRB,1987-05-22,109805403
3,Roger,Federer,SUI,1981-08-08,107747780
2,Rafael,Nadal,ESP,1986-06-03,86169792
1,Andy,Murray,GBR,1987-05-15,60807644
4,Stan,Wawrinka,SUI,1985-03-28,30623544
31,David,Ferrer,ESP,1982-04-02,30449697
15,Tomas,Berdych,CZE,1985-09-17,28067548
12,Jo-Wilfried,Tsonga,FRA,1985-04-17,20249680
6,Marin,Cilic,CRO,1988-09-28,19573289
9,Kei,Nishikori,JPN,1989-12-29,17591349
30,Juan Martin,del Potro,ARG,1988-09-23,16833349
10,Milos,Raonic,CAN,1990-12-27,15749384
29,Richard,Gasquet,FRA,1986-06-18,15441350
34,Feliciano,Lopez,ESP,1981-09-20,14142775
40,Fernando,Verdasco,ESP,1983-11-15,14118887
93,Mikhail,Youzhny,RUS,1982-06-25,13697608
245,Tommy,Haas,GER,1978-04-03,13609987
21,Gael,Monfils,FRA,1986-09-01,13582678
182,Tommy,Robredo,ESP,1982-05-01,13161329
42,Gilles,Simon,FRA,1984-12-27,12268657
19,John,Isner,USA,1985-04-26,11696498
215,Radek,Stepanek,CZE,1978-11-27,11343464
91,Nicolas,Almagro,ESP,1985-08-21,10670138
39,Philipp,Kohlschreiber,GER,1983-10-16,10320992
149,Jurgen,Melzer,AUT,1981-05-22,9936146
20,Sam,Querrey,USA,1987-10-07,9294153
110,Marcel,Granollers,ESP,1986-04-12,9108222
11,Grigor,Dimitrov,BUL,1991-05-16,9063481
25,Fabio,Fognini,ITA,1987-05-24,8929436
84,Andreas,Seppi,ITA,1984-02-21,8651836
44,Ivo,Karlovic,CRO,1979-02-28,8633804
96,Julien,Benneteau,FRA,1981-12-20,8546404
5,Nicolas,Mahut,FRA,1982-01-21,8314424
27,Kevin,Anderson,RSA,1986-05-18,8254483
69,Janko,Tipsarevic,SRB,1984-06-22,8087526
72,Marcos,Baghdatis,CYP,1985-06-17,7955784
8,Dominic,Thiem,AUT,1993-09-03,7941601
47,Viktor,Troicki,SRB,1986-02-10,7634623
136,Guillermo,Garcia-Lopez,ESP,1983-06-04,7371665
80,Jeremy,Chardy,FRA,1987-02-12,6934076
14,Roberto,Bautista Agut,ESP,1988-04-14,6887001
62,Florian,Mayer,GER,1983-10-05,6780365
13,David,Goffin,BEL,1990-12-07,6494580
71,Alexandr,Dolgopolov,UKR,1988-11-07,6422506
28,Pablo,Cuevas,URU,1986-01-01,6413278
268,Ernests,Gulbis,LAT,1988-08-30,6336155
209,Paul-Henri,Mathieu,FRA,1982-01-12,6265468
10,Ivan,Dodig,CRO,1985-01-02,6095827
16,Jack,Sock,USA,1992-09-24,6022949
645,Dmitry,Tursunov,RUS,1982-12-12,5867025
7,Alexander,Zverev,GER,1997-04-20,5379655
22,Gilles,Muller,LUX,1983-05-09,5274523
95,Bernard,Tomic,AUS,1992-10-21,5187802
74,Thomaz,Bellucci,BRA,1987-12-30,5107757
83,Denis,Istomin,UZB,1986-09-07,5056266
35,Robin,Haase,NED,1987-04-06,4994999
24,Albert,Ramos-Vinolas,ESP,1988-01-17,4987962
41,Benoit,Paire,FRA,1989-05-08,4900092
828,Edouard,Roger-Vasselin,FRA,1983-11-28,4846700
99,Sergiy,Stakhovsky,UKR,1986-01-06,4717488
213,Simone,Bolelli,ITA,1985-10-08,4653937
78,Vasek,Pospisil,CAN,1990-06-23,4653690
23,Nick,Kyrgios,AUS,1995-04-27,4617718
61,Yen-Hsun,Lu,TPE,1983-08-14,4614326
53,Leonardo,Mayer,ARG,1987-05-15,4505035
257,Benjamin,Becker,GER,1981-06-16,4399584
523,Pablo,Andujar,ESP,1986-01-23,4301135
135,Martin,Klizan,SVK,1989-07-11,4271241
36,Adrian,Mannarino,FRA,1988-06-29,4194291
131,Santiago,Giraldo,COL,1987-11-27,4187973
17,Pablo,Carreno Busta,ESP,1991-07-12,4160339
54,Joao,Sousa,POR,1989-03-30,4071324
176,Lukas,Rosol,CZE,1985-07-24,4069649
1776,Younes,El Aynaoui,MAR,1971-09-12,4044613
57,Donald,Young,USA,1989-07-23,4041933
12,Rajeev,Ram,USA,1984-03-18,3993165
208,Teymuraz,Gabashvili,RUS,1985-05-23,3971120
1088,Filippo,Volandri,ITA,1981-09-05,3949631
37,Steve,Johnson,USA,1989-12-24,3941896
98,Carlos,Berlocq,ARG,1983-02-03,3935788
109,Jerzy,Janowicz,POL,1990-11-13,3723284
63,Pierre-Hugues,Herbert,FRA,1991-03-18,3668103
26,Mischa,Zverev,GER,1987-08-22,3611174
38,Paolo,Lorenzi,ITA,1981-12-15,3587684
18,Lucas,Pouille,FRA,1994-02-23,3558681
58,Horacio,Zeballos,ARG,1985-04-27,3486313
103,Mikhail,Kukushkin,KAZ,1987-12-26,3486274
70,Dudi,Sela,ISR,1985-04-04,3414577
43,Ryan,Harrison,USA,1992-05-07,3252565
451,Daniel,Gimeno-Traver,ESP,1985-08-07,3144692
269,Alejandro,Falla,COL,1983-11-14,3097931
64,Steve,Darcis,BEL,1984-03-13,2805588
59,Federico,Delbonis,ARG,1990-10-05,2778647
52,Jiri,Vesely,CZE,1993-07-10,2769183
547,Michael,Berrer,GER,1980-07-01,2766701
119,Lukas,Lacko,SVK,1987-11-03,2677930
605,Andrey,Golubev,KAZ,1987-07-22,2663623
68,Andrey,Kuznetsov,RUS,1991-02-22,2612576
117,Dustin,Brown,GER,1984-12-08,2523107
337,Ruben,Ramirez Hidalgo,ESP,1978-01-06,2345620
77,Malek,Jaziri,TUN,1984-01-20,2231098
33,Diego,Schwartzman,ARG,1992-08-16,2194637
50,Borna,Coric,CRO,1996-11-14,2183823
1221,Jan,Hernych,CZE,1979-07-07,2178092
