ranking,first_name,last_name,country,birthday,prize_money
7,Novak,Djokovic,SRB,1987-05-22,109805403
2,Roger,Federer,SUI,1981-08-08,109387410
1,Rafael,Nadal,ESP,1986-06-03,91199322
3,Andy,Murray,GBR,1987-05-15,60807644
29,David,Ferrer,ESP,1982-04-02,30760436
9,Stan,Wawrinka,SUI,1985-03-28,30623544
18,Tomas,Berdych,CZE,1985-09-17,28220153
15,Jo-Wilfried,Tsonga,FRA,1985-04-17,20521612
4,Marin,Cilic,CRO,1988-09-28,20080949
19,Juan Martin,del Potro,ARG,1988-09-23,18275103
16,Kei,Nishikori,JPN,1989-12-29,17624129
12,Milos,Raonic,CAN,1990-12-27,15804114
32,Richard,Gasquet,FRA,1986-06-18,15736856
33,Feliciano,Lopez,ESP,1981-09-20,14564585
39,Fernando,Verdasco,ESP,1983-11-15,14340951
101,Mikhail,Youzhny,RUS,1982-06-25,13852843
45,Gael,Monfils,FRA,1986-09-01,13744378
248,Tommy,Haas,GER,1978-04-03,13609987
149,Tommy,Robredo,ESP,1982-05-01,13170484
74,Gilles,Simon,FRA,1984-12-27,12423494
13,John,Isner,USA,1985-04-26,12295128
345,Radek,Stepanek,CZE,1978-11-27,11343464
143,Nicolas,Almagro,ESP,1985-08-21,10742287
34,Philipp,Kohlschreiber,GER,1983-10-16,10604442
8,Grigor,Dimitrov,BUL,1991-05-16,10472679
17,Kevin,Anderson,RSA,1986-05-18,10189838
163,Jurgen,Melzer,AUT,1981-05-22,9936146
14,Sam,Querrey,USA,1987-10-07,9882588
27,Fabio,Fognini,ITA,1987-05-24,9319351
146,Marcel,Granollers,ESP,1986-04-12,9208651
55,Ivo,Karlovic,CRO,1979-02-28,8790533
85,Andreas,Seppi,ITA,1984-02-21,8759745
93,Julien,Benneteau,FRA,1981-12-20,8703962
110,Nicolas,Mahut,FRA,1982-01-21,8630253
6,Dominic,Thiem,AUT,1993-09-03,8397298
96,Janko,Tipsarevic,SRB,1984-06-22,8189576
90,Marcos,Baghdatis,CYP,1985-06-17,8145858
