ranking,first_name,last_name,country,birthday,prize_money
4,Novak,Djokovic,SRB,1987-05-22,109805403
3,Roger,Federer,SUI,1981-08-08,107309145
2,Rafael,Nadal,ESP,1986-06-03,86111497
1,Andy,Murray,GBR,1987-05-15,60807644
5,Stan,Wawrinka,SUI,1985-03-28,30623544
46,David,Ferrer,ESP,1982-04-02,30263500
15,Tomas,Berdych,CZE,1985-09-17,28018533
12,Jo-Wilfried,Tsonga,FRA,1985-04-17,20209925
6,Marin,Cilic,CRO,1988-09-28,19573289
8,Kei,Nishikori,JPN,1989-12-29,17472934
32,Juan Martin,del Potro,ARG,1988-09-23,16770434
9,Milos,Raonic,CAN,1990-12-27,15674059
30,Richard,Gasquet,FRA,1986-06-18,15410620
26,Feliciano,Lopez,ESP,1981-09-20,14093346
39,Fernando,Verdasco,ESP,1983-11-15,14066921
76,Mikhail,Youzhny,RUS,1982-06-25,13676778
243,Tommy,Haas,GER,1978-04-03,13580544
13,Gael,Monfils,FRA,1986-09-01,13485269
180,Tommy,Robredo,ESP,1982-05-01,13157954
36,Gilles,Simon,FRA,1984-12-27,12222681
21,John,Isner,USA,1985-04-26,11469813
157,Radek,Stepanek,CZE,1978-11-27,11343464
77,Nicolas,Almagro,ESP,1985-08-21,10670138
59,Philipp,Kohlschreiber,GER,1983-10-16,10126962
125,Jurgen,Melzer,AUT,1981-05-22,9936146
23,Sam,Querrey,USA,1987-10-07,9122218
111,Marcel,Granollers,ESP,1986-04-12,9098312
10,Grigor,Dimitrov,BUL,1991-05-16,8969516
27,Fabio,Fognini,ITA,1987-05-24,8782872
81,Andreas,Seppi,ITA,1984-02-21,8651836
25,Ivo,Karlovic,CRO,1979-02-28,8611834
83,Julien,Benneteau,FRA,1981-12-20,8546404
10,Nicolas,Mahut,FRA,1982-01-21,8159874
55,Janko,Tipsarevic,SRB,1984-06-22,8087526
35,Kevin,Anderson,RSA,1986-05-18,7967963
68,Marcos,Baghdatis,CYP,1985-06-17,7924459
7,Dominic,Thiem,AUT,1993-09-03,7875201
45,Viktor,Troicki,SRB,1986-02-10,7618028
163,Guillermo,Garcia-Lopez,ESP,1983-06-04,7358123
71,Jeremy,Chardy,FRA,1987-02-12,6928485
19,Roberto,Bautista Agut,ESP,1988-04-14,6741371
102,Florian,Mayer,GER,1983-10-05,6594227
14,David,Goffin,BEL,1990-12-07,6431525
89,Alexandr,Dolgopolov,UKR,1988-11-07,6359173
29,Pablo,Cuevas,URU,1986-01-01,6338074
348,Ernests,Gulbis,LAT,1988-08-30,6310413
166,Paul-Henri,Mathieu,FRA,1982-01-12,6261658
7,Ivan,Dodig,CRO,1985-01-02,5933933
17,Jack,Sock,USA,1992-09-24,5875999
704,Dmitry,Tursunov,RUS,1982-12-12,5841491
22,Gilles,Muller,LUX,1983-05-09,5200413
69,Bernard,Tomic,AUS,1992-10-21,5187802
65,Thomaz,Bellucci,BRA,1987-12-30,5071844
82,Denis,Istomin,UZB,1986-09-07,5030475
24,Albert,Ramos-Vinolas,ESP,1988-01-17,4918159
823,Edouard,Roger-Vasselin,FRA,1983-11-28,4822055
37,Benoit,Paire,FRA,1989-05-08,4818040
42,Robin,Haase,NED,1987-04-06,4733333
114,Sergiy,Stakhovsky,UKR,1986-01-06,4701127
230,Simone,Bolelli,ITA,1985-10-08,4651815
66,Vasek,Pospisil,CAN,1990-06-23,4614760
75,Yen-Hsun,Lu,TPE,1983-08-14,4574726
20,Nick,Kyrgios,AUS,1995-04-27,4547208
257,Benjamin,Becker,GER,1981-06-16,4399584
526,Pablo,Andujar,ESP,1986-01-23,4301135
121,Martin,Klizan,SVK,1989-07-11,4258282
97,Santiago,Giraldo,COL,1987-11-27,4171351
134,Leonardo,Mayer,ARG,1987-05-15,4127431
11,Alexander,Zverev,GER,1997-04-20,4126125
16,Pablo,Carreno Busta,ESP,1991-07-12,4111145
175,Lukas,Rosol,CZE,1985-07-24,4064521
41,Adrian,Mannarino,FRA,1988-06-29,4053036
1783,Younes,El Aynaoui,MAR,1971-09-12,4044613
63,Joao,Sousa,POR,1989-03-30,3993749
50,Donald,Young,USA,1989-07-23,3988983
196,Teymuraz,Gabashvili,RUS,1985-05-23,3970080
608,Filippo,Volandri,ITA,1981-09-05,3949631
235,Rajeev,Ram,USA,1984-03-18,3939225
31,Steve,Johnson,USA,1989-12-24,3909601
78,Carlos,Berlocq,ARG,1983-02-03,3906346
107,Jerzy,Janowicz,POL,1990-11-13,3720730
28,Mischa,Zverev,GER,1987-08-22,3564744
18,Lucas,Pouille,FRA,1994-02-23,3517361
72,Pierre-Hugues,Herbert,FRA,1991-03-18,3497473
34,Paolo,Lorenzi,ITA,1981-12-15,3477097
118,Mikhail,Kukushkin,KAZ,1987-12-26,3465859
56,Horacio,Zeballos,ARG,1985-04-27,3424761
73,Dudi,Sela,ISR,1985-04-04,3380407
341,Daniel,Gimeno-Traver,ESP,1985-08-07,3142117
40,Ryan,Harrison,USA,1992-05-07,3139360
261,Alejandro,Falla,COL,1983-11-14,3096891
53,Steve,Darcis,BEL,1984-03-13,2805588
551,Michael,Berrer,GER,1980-07-01,2766701
57,Jiri,Vesely,CZE,1993-07-10,2693288
84,Federico,Delbonis,ARG,1990-10-05,2669172
453,Andrey,Golubev,KAZ,1987-07-22,2660973
127,Lukas,Lacko,SVK,1987-11-03,2637410
88,Andrey,Kuznetsov,RUS,1991-02-22,2552690
93,Dustin,Brown,GER,1984-12-08,2500168
187,Ruben,Ramirez Hidalgo,ESP,1978-01-06,2339761
70,Malek,Jaziri,TUN,1984-01-20,2201173
940,Jan,Hernych,CZE,1979-07-07,2178092
229,Stephane,Robert,FRA,1980-05-17,2168728
185,Tobias,Kamke,GER,1986-05-21,2158855
44,Borna,Coric,CRO,1996-11-14,2147502
595,Igor,Sijsling,NED,1987-08-18,2129377
1122,Karol,Beck,SVK,1982-04-03,2110582
61,Dusan,Lajovic,SRB,1990-06-30,2091704
48,Aljaz,Bedene,GBR,1989-07-18,2087485
220,Daniel,Brands,GER,1987-07-17,2020423
38,Diego,Schwartzman,ARG,1992-08-16,2013922
390,Marinko,Matosevic,AUS,1985-08-08,2013300
52,Jan-Lennard,Struff,GER,1990-04-25,1976705
189,Ricardas,Berankis,LTU,1990-06-21,1967579
150,Marco,Chiudinelli,SUI,1981-09-10,1965319
108,Victor,Estrella Burgos,DOM,1980-08-02,1920976
112,Illya,Marchenko,UKR,1987-09-08,1903032
201,Sam,Groth,AUS,1987-10-19,1863937
169,Maximo,Gonzalez,ARG,1983-07-20,1840398
249,Matthew,Ebden,AUS,1987-11-26,1838165
422,Frank,Dancevic,CAN,1984-09-26,1787022
92,Evgeny,Donskoy,RUS,1990-05-09,1737037
465,Thiemo,de Bakker,NED,1988-09-19,1709771
145,Go,Soeda,JPN,1984-09-05,1691476
839,Andreas,Haider-Maurer,AUT,1987-03-22,1675936
94,Guido,Pella,ARG,1990-05-17,1656894
47,Kyle,Edmund,GBR,1995-01-08,1624957
98,Blaz,Kavcic,SLO,1987-03-05,1624246
178,Denis,Kudla,USA,1992-08-17,1621952
941,Andreas,Beck,GER,1986-02-05,1564600
194,Tim,Smyczek,USA,1987-12-30,1560194
79,Damir,Dzumhur,BIH,1992-05-20,1477391
148,Kenny,De Schepper,FRA,1987-05-29,1442876
274,Fred,Gil,POR,1985-03-24,1426910
33,Karen,Khachanov,RUS,1996-05-21,1386374
365,Pere,Riba,ESP,1988-04-07,1360863
60,Daniel,Evans,GBR,1990-05-23,1339693
388,Michal,Przysiezny,POL,1984-02-16,1335040
267,Marsel,Ilhan,TUR,1987-06-11,1331156
64,Rogerio,Dutra Silva,BRA,1984-02-05,1317225
137,Joao,Souza,BRA,1988-05-27,1286998
96,Ruben,Bemelmans,BEL,1988-01-14,1276287
170,Tatsuma,Ito,JPN,1988-05-18,1263175
291,Grega,Zemlja,SLO,1986-09-29,1241998
342,Matthias,Bachinger,GER,1987-04-02,1219570
1082,James,Ward,GBR,1987-02-09,1218884
43,Yuichi,Sugita,JPN,1988-09-18,1200643
36,Brian,Baker,USA,1985-04-30,1171183
162,John,Millman,AUS,1989-06-14,1151851
571,Jimmy,Wang,TPE,1985-02-08,1143176
51,Nikoloz,Basilashvili,GEO,1992-02-23,1142783
130,James,Duckworth,AUS,1992-01-21,1076096
367,Daniel,Munoz de la Nava,ESP,1982-01-29,1071001
113,Facundo,Bagnis,ARG,1990-02-27,1070920
138,Radu,Albot,MDA,1989-11-11,1066666
266,Inigo,Cervantes,ESP,1989-11-30,1022811
374,Alejandro,Gonzalez,COL,1989-02-07,1017480
85,Marius,Copil,ROU,1990-10-17,1016622
58,Jared,Donaldson,USA,1996-10-09,987476
122,Konstantin,Kravchuk,RUS,1985-02-23,984950
54,Hyeon,Chung,KOR,1996-05-19,973255
139,Gastao,Elias,POR,1990-11-24,967188
419,Adrian,Ungur,ROU,1985-01-22,953229
718,Jesse,Huta Galung,NED,1985-10-06,946839
732,Alex,Kuznetsov,USA,1987-02-05,923666
238,Frederik,Nielsen,DEN,1983-08-27,921570
131,Peter,Gojowczyk,GER,1989-07-15,919446
327,Alexander,Kudryavtsev,RUS,1985-10-26,894387
128,Peter,Polansky,CAN,1988-06-15,861673
1206,Julian,Reister,GER,1986-04-02,858260
452,Thanasi,Kokkinakis,AUS,1996-04-10,828109
80,Jordan,Thompson,AUS,1994-04-20,815307
140,Adrian,Menendez-Maceiras,ESP,1985-10-28,811149
68,Mikhail,Elgin,RUS,1981-10-14,801394
219,Aleksandr,Nedovyesov,KAZ,1987-02-15,800707
169,Vincent,Millot,FRA,1986-01-30,797383
86,Thomas,Fabbiano,ITA,1989-05-26,790519
144,Filip,Krajinovic,SRB,1992-02-27,787545
91,Taro,Daniel,JPN,1993-01-27,784477
274,Austin,Krajicek,USA,1990-06-16,779903
90,Yoshihito,Nishioka,JPN,1995-09-27,776988
120,Taylor,Fritz,USA,1997-10-28,769873
318,David,Guez,FRA,1982-12-08,759067
480,Jurgen,Zopp,EST,1988-03-29,751550
119,Renzo,Olivo,ARG,1992-03-15,737526
969,Takao,Suzuki,JPN,1976-09-20,729199
208,John-Patrick,Smith,AUS,1989-01-24,712080
246,Ze,Zhang,CHN,1990-07-04,707257
105,Marco,Cecchinato,ITA,1992-09-30,687003
149,Andrej,Martin,SVK,1989-09-20,681026
74,Andrey,Rublev,RUS,1997-10-20,661023
142,Bjorn,Fratangelo,USA,1993-07-19,657498
152,Cedrik-Marcel,Stebe,GER,1990-10-09,652910
132,Gerald,Melzer,AUT,1990-07-13,639413
62,Frances,Tiafoe,USA,1998-01-20,638001
280,Andrea,Arnaboldi,ITA,1987-12-27,622219
154,Brydan,Klein,GBR,1989-12-31,617865
241,Blaz,Rola,SLO,1990-10-05,612578
49,Daniil,Medvedev,RUS,1996-02-11,607698
100,Igor,Zelenay,SVK,1982-10-02,599748
361,Bradley,Klahn,USA,1990-08-20,598610
203,Di,Wu,CHN,1991-09-14,596427
361,Jan,Mertl,CZE,1982-01-03,590568
705,Giovanni,Lapentti,ECU,1983-01-25,588402
116,Luca,Vanni,ITA,1985-06-04,565479
103,Thiago,Monteiro,BRA,1994-05-31,560399
46,Franko,Skugor,CRO,1987-09-20,560057
320,Matteo,Viola,ITA,1987-07-07,557862
202,Hiroki,Moriya,JPN,1990-10-16,554940
33,Nikola,Mektic,CRO,1988-12-24,542554
460,Jaroslav,Pospisil,CZE,1981-02-09,527746
244,Andre,Ghem,BRA,1982-05-29,525242
57,Matwe,Middelkoop,NED,1983-09-03,519384
133,Quentin,Halys,FRA,1996-10-26,514152
192,Marco,Trungelliti,ARG,1990-01-31,511912
99,Marton,Fucsovics,HUN,1992-02-08,511862
104,Alessandro,Giannessi,ITA,1990-05-30,508044
1079,Farrukh,Dustov,UZB,1986-05-22,501054
135,Uladzimir,Ignatik,BLR,1990-07-14,493856
569,Alexandre,Sidorenko,FRA,1988-02-18,492431
202,Ti,Chen,TPE,1983-10-03,486975
87,Norbert,Gombos,SVK,1990-08-13,480366
237,Elias,Ymer,SWE,1996-04-10,478168
82,Jonathan,Eysseric,FRA,1990-05-27,476237
155,Roberto,Carballes Baena,ESP,1993-03-23,474124
284,Facundo,Arguello,ARG,1992-08-04,471133
100,Henri,Laaksonen,SUI,1992-03-31,469231
270,Guilherme,Clezar,BRA,1992-12-31,467388
203,Dennis,Novikov,USA,1993-11-06,466462
67,Ernesto,Escobedo,USA,1996-07-04,462622
158,Guido,Andreozzi,ARG,1991-08-05,461570
373,Luke,Saville,AUS,1994-01-02,461378
267,Rhyne,Williams,USA,1991-03-22,460657
123,Adam,Pavlasek,CZE,1994-10-08,457454
212,Yuki,Bhambri,IND,1992-07-04,456423
126,Denys,Molchanov,UKR,1987-05-16,451716
339,Amir,Weintraub,ISR,1986-09-16,447978
154,Jozef,Kovalik,SVK,1992-11-04,439969
507,Lamine,Ouahab,MAR,1984-12-22,438383
50,Andres,Molteni,ARG,1988-03-15,437045
282,Yannick,Mertens,BEL,1987-06-25,429318
95,Nicolas,Kicker,ARG,1992-08-16,420842
73,Matt,Reid,AUS,1990-07-17,414089
143,Mirza,Basic,BIH,1991-07-12,405175
197,Andrew,Whittington,AUS,1993-08-11,403943
1165,Jesse,Witten,USA,1982-10-15,398888
144,Albano,Olivetti,FRA,1991-11-24,393150
75,Hans,Podlipnik-Castillo,CHI,1988-01-09,389552
708,Niels,Desein,BEL,1987-06-09,388528
401,Tsung-Hua,Yang,TPE,1991-03-29,381620
147,Mathias,Bourgue,FRA,1994-01-18,374164
101,Tennys,Sandgren,USA,1991-07-22,366825
206,James,McGee,IRL,1987-06-10,366180
526,Ricardo,Hocevar,BRA,1985-05-09,361529
413,Javier,Marti,ESP,1992-01-11,345996
281,Ante,Pavic,CRO,1989-03-07,343322
240,Zhe,Li,CHN,1986-09-20,340602
352,Maxime,Authom,BEL,1987-03-29,338241
647,Greg,Jones,AUS,1989-01-31,337512
729,Carlos,Salamanca,COL,1983-01-15,335329
227,Steven,Diez,CAN,1991-03-17,335285
142,Alex,Bolt,AUS,1993-01-05,333917
292,Axel,Michon,FRA,1990-12-16,332872
176,Tristan,Lamasine,FRA,1993-03-05,327140
210,Aldin,Setkic,BIH,1987-12-21,326092
129,Stefan,Kozlov,USA,1998-02-01,321326
190,Kimmer,Coppejans,BEL,1994-02-07,307220
368,Liam,Broady,GBR,1994-01-04,302340
183,Noah,Rubin,USA,1996-02-21,300954
150,Pedro,Sousa,POR,1988-05-27,295418
962,Benjamin,Mitchell,AUS,1992-11-30,290352
167,Caio,Zampieri,BRA,1986-05-27,290275
418,Gerard,Granollers,ESP,1989-01-30,286270
115,Arthur,De Greef,BEL,1992-03-27,285647
364,Jordi,Samper-Montana,ESP,1990-04-05,283864
265,Mohamed,Safwat,EGY,1990-09-19,280569
188,Jan,Satral,CZE,1990-07-24,279259
271,Enrique,Lopez-Perez,ESP,1991-06-03,279026
136,Darian,King,BAR,1992-04-26,273459
1287,Jan,Minar,CZE,1981-04-09,270701
106,Laslo,Djere,SRB,1995-06-02,269128
172,Yasutaka,Uchiyama,JPN,1992-08-05,268055
786,Daniel,Cox,GBR,1990-09-28,265733
207,Philip,Bester,CAN,1988-10-06,264037
377,Matthew,Barton,AUS,1991-12-18,263654
244,Agustin,Velotti,ARG,1992-05-24,262626
1873,Ivan,Sergeyev,UKR,1988-01-20,261683
198,Tim,Puetz,GER,1987-11-19,261651
205,Federico,Gaio,ITA,1992-03-05,260294
294,Denis,Matsukevich,RUS,1986-03-28,256766
126,Reilly,Opelka,USA,1997-08-28,254706
168,Ramkumar,Ramanathan,IND,1994-11-08,253892
236,Laurynas,Grigelis,LTU,1991-08-14,250522
432,Saketh,Myneni,IND,1987-10-19,250311
856,Guillermo,Olaso,ESP,1988-03-25,249455
363,Aslan,Karatsev,RUS,1993-09-04,246666
141,Nicolas,Jarry,CHI,1995-10-11,246109
317,Jose,Statham,NZL,1987-04-25,245960
296,Matteo,Donati,ITA,1995-02-28,245208
366,Boy,Westerhof,NED,1985-10-24,244077
488,Romain,Jouan,FRA,1985-07-16,242863
201,Toshihide,Matsui,JPN,1978-04-19,240822
231,Marcelo,Arevalo,ESA,1990-10-17,240120
370,Christian,Lindell,SWE,1991-11-20,239990
569,Alexander,Ward,GBR,1990-04-30,235312
1450,Gregoire,Burquier,FRA,1984-07-08,234988
518,Yan,Bai,CHN,1989-05-21,231722
263,Marcel,Felder,URU,1984-07-09,231362
181,Stefano,Napolitano,ITA,1995-04-11,230353
186,Mitchell,Krueger,USA,1994-01-12,229801
231,Eduardo,Struvay,COL,1990-12-17,227983
182,Lorenzo,Giustino,ITA,1991-09-10,225480
124,Alexander,Bublik,KAZ,1997-06-17,223685
173,Michael,Mmoh,USA,1998-01-10,223370
109,Casper,Ruud,NOR,1998-12-22,222257
642,Alberto,Brizzi,ITA,1984-03-26,220823
440,Nicolas,Barrientos,COL,1987-04-24,218094
252,Omar,Jasika,AUS,1997-05-18,215859
677,Marc,Fornell-Mestres,ESP,1982-01-26,215450
532,Marcus,Willis,GBR,1990-10-09,213158
396,Germain,Gigounon,BEL,1989-04-20,211362
356,Nils,Langer,GER,1990-01-25,207476
63,Roman,Jebavy,CZE,1989-11-16,205412
1783,Michael,Quintero,COL,1980-07-11,205032
164,Jason,Jung,TPE,1989-06-15,202411
146,Stefano,Travaglia,ITA,1991-12-18,202207
160,Egor,Gerasimov,BLR,1992-11-11,201030
358,Laurent,Lokoli,FRA,1994-10-18,200848
826,Antal,Van Der Duim,NED,1987-09-16,199933
268,Sergey,Betov,BLR,1987-10-15,199070
380,Edward,Corrie,GBR,1988-02-21,198836
174,Attila,Balazs,HUN,1988-12-27,198050
1373,Woong-Sun,Jun,KOR,1986-06-14,195307
856,Cristian,Villagran,SUI,1982-01-20,194754
212,Mackenzie,McDonald,USA,1995-04-16,194614
197,Fernando,Romboli,BRA,1989-01-04,194244
290,Tommy,Paul,USA,1997-05-17,193425
221,Grzegorz,Panfil,POL,1988-01-01,192004
350,Miljan,Zekic,SRB,1988-07-12,191555
383,Gregoire,Barrere,FRA,1994-02-16,187452
421,Peter,Torebko,GER,1988-02-10,187132
1277,Marek,Semjan,SVK,1987-11-07,185496
117,Maximilian,Marterer,GER,1995-06-15,184429
552,Artem,Smirnov,UKR,1988-02-02,183611
176,Salvatore,Caruso,ITA,1992-12-15,182985
276,Pedja,Krstin,SRB,1994-09-03,182967
312,Sekou,Bangoura,USA,1991-11-18,181210
161,Denis,Shapovalov,CAN,1999-04-15,181031
153,Duckhee,Lee,KOR,1998-05-29,180319
255,Alexander,Sarkissian,USA,1990-04-03,180307
209,Christian,Garin,CHI,1996-05-30,179651
167,Stefanos,Tsitsipas,GRE,1998-08-12,179385
319,Dzmitry,Zhyrmont,BLR,1989-03-01,177276
482,Mate,Delic,CRO,1993-04-29,176898
710,Laurent,Rochette,FRA,1988-02-05,176848
88,Marc,Polmans,AUS,1997-05-02,176036
385,Emilio,Gomez,ECU,1991-11-28,174323
295,Dennis,Novak,AUT,1993-08-28,173611
111,Kevin,Krawietz,GER,1992-01-24,173416
215,Calvin,Hemery ,FRA,1995-01-28,171387
159,Ilya,Ivashka,BLR,1994-02-24,169318
384,Juan Ignacio,Londero,ARG,1993-08-15,168911
348,Walter,Trusendi,ITA,1985-01-03,167909
108,Dino,Marcan,CRO,1991-02-12,167323
531,Reda,El Amrani,MAR,1988-05-19,167278
873,Andre,Miele,BRA,1987-04-12,166208
228,Alex,de Minaur,AUS,1999-02-17,165324
179,Vishnu,Vardhan,IND,1987-07-27,165289
156,Sebastian,Ofner,AUT,1996-05-12,163355
343,Daniel,Nguyen,USA,1990-10-16,163160
280,Yannik,Reuter,BEL,1991-03-06,161703
186,Fabiano,De Paula,BRA,1988-11-28,160969
409,Yann,Marti,SUI,1988-06-07,160519
300,Kristijan,Mesaros,CRO,1988-07-02,160507
245,Andrea,Collarini,ARG,1992-01-31,159454
266,Filip,Peliwo,CAN,1994-01-30,158848
269,Maxime,Hamou,FRA,1995-06-08,158594
92,Hugo,Nys,FRA,1991-02-16,158527
239,Riccardo,Bellotti,ITA,1991-08-05,156697
279,Christian,Harrison,USA,1994-05-29,156057
98,Jeevan,Nedunchezhiyan,IND,1988-10-20,155836
204,Joris,De Loore,BEL,1993-04-21,154589
509,Daniel,Dutra da Silva,BRA,1988-07-05,154419
272,Jose,Hernandez-Fernandez,DOM,1990-03-13,151729
359,Michal,Konecny,CZE,1989-10-13,151201
676,Adrien,Bossel,SUI,1986-12-28,149944
795,Marcin,Gawron,POL,1988-05-25,149862
1412,Adam,Chadaj,POL,1984-05-01,147491
872,Liang-Chi,Huang,TPE,1992-03-08,146136
588,Gonzalo,Lama,CHI,1993-04-27,145969
393,Jarmere,Jenkins,USA,1990-11-25,145669
746,Sergio,Gutierrez-Ferrol,ESP,1989-03-05,144873
224,Oriol,Roca Batalla,ESP,1993-04-30,144750
65,Andrei,Vasilevski,BLR,1991-05-28,144028
870,Marek,Michalicka,CZE,1986-12-23,143900
316,Gianni,Mina,FRA,1992-02-09,143723
286,Constant,Lestienne,FRA,1992-05-23,143284
327,Petru-Alexandru,Luncanu,ROU,1989-05-07,143094
268,Michael,Linzer,AUT,1989-11-02,143081
295,Roberto,Ortega-Olmedo,ESP,1991-04-30,142685
332,Tomislav,Brkic,BIH,1990-03-09,142523
200,Dmitry,Popko,KAZ,1996-10-24,142196
166,N.Sriram,Balaji,IND,1990-03-18,140234
171,Akira,Santillan,AUS,1997-05-22,139591
83,Antonio,Sancic,CRO,1988-11-23,139249
942,Jason,Kubler,AUS,1993-05-19,139238
177,Nikola,Milojevic,SRB,1995-06-19,138491
398,Dane,Propoggia,AUS,1990-04-24,138454
191,Gleb,Sakharov,FRA,1988-06-10,137756
397,Cristobal,Saavedra-Corvalan,CHI,1990-08-01,136667
275,Marcos,Giron,USA,1993-07-24,136312
843,Roberto,Marcora,ITA,1989-08-30,135887
404,Adam,El Mihdawy,USA,1989-08-09,135882
393,Sanam,Singh,IND,1988-01-11,135103
193,Benjamin,Bonzi,FRA,1996-06-09,134620
223,Blake,Mott,AUS,1996-04-21,133625
1053,Teodor-Dacian,Craciun,ROU,1980-06-06,132727
451,Kento,Takeuchi,JPN,1987-12-19,130940
815,Jose,Pereira,BRA,1991-01-26,128566
355,Ivan,Nedelko,RUS,1986-05-12,127616
277,Cameron,Norrie,GBR,1995-08-23,126737
719,Nicolas,Meister,USA,1989-05-15,124714
564,Yong-Kyu,Lim,KOR,1991-06-18,123837
766,Matteo,Trevisan,ITA,1989-08-13,123382
347,Frederico,Ferreira Silva,POR,1995-03-18,123336
260,Cem,Ilkel,TUR,1995-08-21,122548
324,Markus,Eriksson,SWE,1989-11-29,121846
362,Enzo,Couacaud,FRA,1995-03-01,121041
177,Maximilian,Neuchrist,AUT,1991-07-22,120641
294,Takuto,Niki,JPN,1987-10-12,120577
121,Christopher,Rungkat,INA,1990-01-14,120392
326,Eric,Quigley,USA,1989-01-30,119770
139,Ruan,Roelofse,RSA,1989-11-18,119429
381,Ivan,Endara,ECU,1988-03-04,117915
354,Shuichi,Sekiguchi,JPN,1991-07-15,117362
222,Daniel,Masur,GER,1994-11-06,117297
1783,Harri,Heliovaara,FIN,1989-06-04,116998
574,Erik,Crepaldi,ITA,1990-05-04,116600
1166,Tiago,Lopes,BRA,1986-11-27,115701
384,Marc,Giner,ESP,1991-06-18,115066
151,Oscar,Otte,GER,1993-07-16,114853
365,Kevin,King,USA,1991-02-28,113725
258,Gianluigi,Quinzi,ITA,1996-02-01,112931
209,David,Perez Sanz,ESP,1994-05-15,112593
522,Victor,Baluda,RUS,1992-09-30,112335
1243,Adrian,Sikora,SVK,1988-07-05,111886
205,Roberto,Quiroz,ECU,1992-02-23,110911
136,Fabricio,Neis,BRA,1990-06-15,110106
119,Chu-Huan,Yi,TPE,1987-08-31,108939
328,Alessandro,Bega,ITA,1991-01-11,108801
478,Andriej,Kapas,POL,1989-08-11,108769
410,Marko,Tepavac,SRB,1994-04-05,108376
273,Federico,Coria,ARG,1992-03-09,108173
289,Yannick,Jankovits,FRA,1987-01-06,108018
256,Alexey,Vatutin,RUS,1992-10-27,107801
234,Maxime,Janvier,FRA,1996-10-18,107223
311,Dayne,Kelly,AUS,1990-07-23,106856
514,Nikola,Cacic,SRB,1990-12-07,106577
158,Romain,Arneodo,MON,1992-08-04,105986
199,Evan,King,USA,1992-03-25,105568
392,Sam,Barry,IRL,1992-01-27,105338
592,Yuichi,Ito,JPN,1986-08-06,105293
369,Marc,Sieber,GER,1988-02-28,105118
681,Alexander,Lobkov,RUS,1990-10-07,104930
994,Guillermo,Rivera-Aranguiz,CHI,1989-02-02,104804
770,Sherif,Sabry,EGY,1986-08-29,104549
246,Tomas,Lipovsek Puches,ARG,1993-04-17,104438
116,Bradley,Mousley,AUS,1996-01-03,104306
289,Danilo,Petrovic,SRB,1992-01-24,104243
259,Christopher,O'Connell,AUS,1994-06-03,104163
375,Maverick,Banes,AUS,1992-04-10,103557
330,Maxime,Chazal,FRA,1993-04-24,103204
315,Pedro,Cachin,ARG,1995-04-12,102821
717,Thales,Turini,BRA,1989-07-18,101573
213,Yaraslav,Shyla,BLR,1993-03-05,101046
367,Gavin,Van Peperzeel,AUS,1992-03-29,99689
772,Bastian,Trinker,AUT,1990-05-11,98857
447,Patrik,Rosenholm,SWE,1988-03-05,98688
861,Maximiliano,Estevez,ARG,1989-05-18,98567
578,Chuhan,Wang,CHN,1992-02-24,98170
663,Christopher,Diaz-Figueroa,GUA,1990-03-14,97954
1010,Ivan,Bjelica,SRB,1984-02-15,97844
480,Mauricio,Echazu,PER,1989-01-21,97392
165,Yannick,Hanfmann,GER,1991-11-13,96582
366,Facundo,Mena,ARG,1992-09-22,96451
432,Kittipong,Wachiramanowong,THA,1990-06-25,96201
923,Karan,Rastogi,HKG,1986-10-08,95828
263,Ricardo,Ojeda Lara,ESP,1993-01-26,95280
264,Jaume,Munar,ESP,1997-05-05,94177
195,Joao,Domingues,POR,1993-10-05,94066
112,Cheng-Peng,Hsieh,TPE,1991-09-22,93184
323,Hugo,Dellien,BOL,1993-06-16,92644
447,Takanyi,Garanganga,ZIM,1990-09-06,92172
475,Juan Carlos,Saez,CHI,1991-08-05,92157
198,Vaclav,Safranek,CZE,1994-05-20,91805
1678,Julien,Obry,FRA,1991-09-04,90889
1412,Oh-Hee,Kwon,KOR,1978-06-18,89268
185,Gonzalo,Escobar,ECU,1989-01-20,88541
623,Manuel,Sanchez,MEX,1991-01-05,88069
382,Alexandar,Lazov,BUL,1990-07-09,87675
550,Dimitar,Kuzmanov,BUL,1993-07-28,87039
232,Jeremy,Jahn,GER,1990-04-05,87003
343,Connor,Smith,USA,1990-12-19,86911
342,Luis David,Martinez,VEN,1989-05-12,86794
