ranking,first_name,last_name,country,birthday,prize_money
1,Novak,Djokovic,SRB,1987-05-22,104563310
7,Roger,Federer,SUI,1981-08-08,98830825
4,Rafael,Nadal,ESP,1986-06-03,78513612
2,Andy,Murray,GBR,1987-05-15,50330567
13,David,Ferrer,ESP,1982-04-02,29397074
3,Stan,Wawrinka,SUI,1985-03-28,26551364
9,Tomas,Berdych,CZE,1985-09-17,25983281
626,Lleyton,Hewitt,AUS,1981-02-24,20787586
12,Jo-Wilfried,Tsonga,FRA,1985-04-17,18280637
66,Juan Martin,del Potro,ARG,1988-09-23,16113682
11,Marin,Cilic,CRO,1988-09-28,15338163
5,Kei,Nishikori,JPN,1989-12-29,15024827
17,Richard,Gasquet,FRA,1986-06-18,14568846
51,Mikhail,Youzhny,RUS,1982-06-25,13330640
46,Fernando,Verdasco,ESP,1983-11-15,13004466
457,Tommy,Robredo,ESP,1982-05-01,12886038
28,Feliciano,Lopez,ESP,1981-09-20,12699297
6,Milos,Raonic,CAN,1990-12-27,12483406
8,Gael,Monfils,FRA,1986-09-01,12001074
30,Gilles,Simon,FRA,1984-12-27,11387166
106,Radek,Stepanek,CZE,1978-11-27,11201522
48,Nicolas,Almagro,ESP,1985-08-21,10281403
26,John,Isner,USA,1985-04-26,10082617
540,Jurgen,Melzer,AUT,1981-05-22,9778358
31,Philipp,Kohlschreiber,GER,1983-10-16,9410447
44,Marcel,Granollers,ESP,1986-04-12,8240283
202,Julien,Benneteau,FRA,1981-12-20,8205470
94,Andreas,Seppi,ITA,1984-02-21,8089581
89,Juan,Monaco,ARG,1984-03-29,8018032
21,Ivo,Karlovic,CRO,1979-02-28,7909836
173,Janko,Tipsarevic,SRB,1984-06-22,7808052
43,Fabio,Fognini,ITA,1987-05-24,7736466
35,Marcos,Baghdatis,CYP,1985-06-17,7563155
29,Sam,Querrey,USA,1987-10-07,7521654
41,Kevin,Anderson,RSA,1986-05-18,7305706
40,Nicolas,Mahut,FRA,1982-01-21,7249302
20,Grigor,Dimitrov,BUL,1991-05-16,7014527
73,Guillermo,Garcia-Lopez,ESP,1983-06-04,6895481
32,Viktor,Troicki,SRB,1986-02-10,6873338
78,Jeremy,Chardy,FRA,1987-02-12,6427423
102,Ernests,Gulbis,LAT,1988-08-30,6142258
60,Florian,Mayer,GER,1983-10-05,6109074
71,Paul-Henri,Mathieu,FRA,1982-01-12,6069133
59,Alexandr,Dolgopolov,UKR,1988-11-07,5953591
146,Albert,Montanes,ESP,1980-11-26,5843292
408,Dmitry,Tursunov,RUS,1982-12-12,5744748
93,Ivan,Dodig,CRO,1985-01-02,5491367
18,Roberto,Bautista Agut,ESP,1988-04-14,5018734
19,Pablo,Cuevas,URU,1986-01-01,5014340
23,Lukasz,Kubot,POL,1982-05-16,4980804
22,Bernard,Tomic,AUS,1992-10-21,4689973
67,Thomaz,Bellucci,BRA,1987-12-30,4660050
123,Denis,Istomin,UZB,1986-09-07,4592255
196,Edouard,Roger-Vasselin,FRA,1983-11-28,4548464
119,Sergiy,Stakhovsky,UKR,1986-01-06,4465649
335,Simone,Bolelli,ITA,1985-10-08,4463912
10,Dominic,Thiem,AUT,1993-09-03,4443281
14,David,Goffin,BEL,1990-12-07,4373990
925,Victor,Hanescu,ROU,1981-07-21,4330340
105,Benjamin,Becker,GER,1981-06-16,4311788
432,Pablo,Andujar,ESP,1986-01-23,4296627
63,Yen-Hsun,Lu,TPE,1983-08-14,4259204
125,Vasek,Pospisil,CAN,1990-06-23,4250754
25,Jack,Sock,USA,1992-09-24,4123866
128,Leonardo,Mayer,ARG,1987-05-15,4072042
61,Robin,Haase,NED,1987-04-06,4063672
127,Santiago,Giraldo,COL,1987-11-27,4010181
37,Benoit,Paire,FRA,1989-05-08,3974584
265,Filippo,Volandri,ITA,1981-09-05,3949631
86,Lukas,Rosol,CZE,1985-07-24,3901807
36,Gilles,Muller,LUX,1983-05-09,3887529
110,Teymuraz,Gabashvili,RUS,1985-05-23,3859588
33,Martin,Klizan,SVK,1989-07-11,3818431
59,Philipp,Petzschner,GER,1984-03-24,3747722
75,Carlos,Berlocq,ARG,1983-02-03,3561992
27,Albert,Ramos-Vinolas,ESP,1988-01-17,3486756
216,Jerzy,Janowicz,POL,1990-11-13,3456578
34,Joao,Sousa,POR,1989-03-30,3382124
113,Rajeev,Ram,USA,1984-03-18,3373768
64,Adrian,Mannarino,FRA,1988-06-29,3336679
81,Donald,Young,USA,1989-07-23,3249389
